institution_id,institution_display_name,institution_type,institution_country_code,simplified_institution_category,target_firm_label
I169108374,University of the Basque Country,education,ES,education,Other
I4210132327,Synaptic Research (United States),company,US,company,Other
I103635307,"University of California, Riverside",education,US,education,Other
I29955533,Center for Information Technology,facility,US,research_institute,Other
I114090438,Goethe University Frankfurt,education,DE,education,Other
I4387155932,Centre for the Governance of AI,nonprofit,,nonprofit,Other
I9360294,University of Bologna,education,IT,education,Other
I4210146975,Zambon (Italy),company,IT,company,Other
I1320796813,Mount Sinai Health System,healthcare,US,healthcare,Other
I4210157890,Neurological Surgery,healthcare,US,healthcare,Other
I1307098950,Salk Institute for Biological Studies,nonprofit,US,nonprofit,Other
I204824540,University of Wollongong,education,AU,education,Other
I4210112286,The Metropolitan Opera (United States),company,US,company,Other
I1743320,Palo Alto University,education,US,education,Other
I2799810450,Sheba Medical Center,healthcare,IL,healthcare,Other
I4210090013,Cambridge School,education,PT,education,Other
I138689650,University of Padua,education,IT,education,Other
I161057412,University of New Hampshire,education,US,education,Other
I165143802,The University of Queensland,education,AU,education,Other
I76198965,Friedrich Schiller University Jena,education,DE,education,Other
I4210163196,Signify (Netherlands),company,NL,company,Other
I184597095,National Institute of Informatics,facility,JP,research_institute,Other
I4210135670,Amsterdam University of the Arts,education,NL,education,Other
I926574661,Leipzig University,education,DE,education,Other
I51441396,Bauhaus-Universität Weimar,education,DE,education,Other
I114112103,Leibniz University Hannover,education,DE,education,Other
I1321305853,National Bureau of Economic Research,nonprofit,US,nonprofit,Other
I158842170,Chongqing University,education,CN,education,Other
I133731052,University of Helsinki,education,FI,education,Other
I168635309,University of Calgary,education,CA,education,Other
I23923803,University of Exeter,education,GB,education,Other
I2802046543,Victorian Curriculum and Assessment Authority,government,AU,government,Other
I71267560,University of Naples Federico II,education,IT,education,Other
I142617266,University of Crete,education,GR,education,Other
I4210138654,University Hospital of Heraklion,healthcare,GR,healthcare,Other
I8901234,Foundation for Research and Technology Hellas,facility,GR,research_institute,Other
I131729948,University of Salerno,education,IT,education,Other
I900890020,University of Palermo,education,IT,education,Other
I4210128276,Sağlık Bilimleri Üniversitesi,education,TR,education,Other
I4387153495,İstanbul Başakşehir Çam ve Sakura Şehir Hastanesi,healthcare,,healthcare,Other
I872922937,University of Health Sciences Antigua,education,AG,education,Other
I35440088,ETH Zurich,education,CH,education,Other
I4210150261,National University Health System,education,SG,education,Other
I61628605,Smith-Kettlewell Eye Research Institute,nonprofit,US,nonprofit,Other
I4210122929,Kaiser Permanente San Francisco Medical Center,healthcare,US,healthcare,Other
I2803044603,Brighton Hospital,healthcare,US,healthcare,Other
I921990950,University of Colorado Denver,education,US,education,Other
I4210162197,Vanderbilt Health,company,US,company,Other
I118564535,University of Bern,education,CH,education,Other
I2801112126,University Hospital of Bern,healthcare,CH,healthcare,Other
I4210159937,Port Washington Public Library,education,US,education,Other
I51713134,University of Colorado Anschutz Medical Campus,education,US,education,Other
I170201317,University of Pittsburgh,education,US,education,Other
I114772536,Software Engineering Institute,facility,US,research_institute,Other
I79891267,Singapore Management University,education,SG,education,Other
I4210146410,Science Oxford,nonprofit,GB,nonprofit,Other
I4210125878,Suzhou Research Institute,facility,CN,research_institute,Other
I4210151850,SC Johnson (United States),company,US,company,Other
I4210157222,William P. Wharton Trust,nonprofit,US,nonprofit,Other
I84340266,WHU – Otto Beisheim School of Management,education,DE,education,Other
I165102784,Duquesne University,education,US,education,Other
I161913731,Al Ain University,education,AE,education,Other
I149704539,Deakin University,education,AU,education,Other
I2699952,Pontifícia Universidade Católica do Rio de Janeiro,education,BR,education,Other
I4210099137,Research Canada,facility,CA,research_institute,Other
I4210153468,Microsoft (Canada),company,CA,company,Microsoft
I4402554038,Microsoft Research Montréal (Canada),company,,company,Microsoft
I4210112872,Haywards Heath Hospital,healthcare,GB,healthcare,Other
I4210129883,NHS Digital,government,GB,government,Other
I1319306116,Haskins Laboratories,facility,US,research_institute,Other
I42934936,Dublin City University,education,IE,education,Other
I4210144839,Hamad bin Khalifa University,education,QA,education,Other
I79765343,University of Vaasa,education,FI,education,Other
I87182695,Universidad del Noreste,education,MX,education,Other
I869089601,Netflix (United States),company,US,company,Other
I51158804,Massey University,education,NZ,education,Other
I16365422,Hefei University of Technology,education,CN,education,Other
I73142707,Athens University of Economics and Business,education,GR,education,Other
I4210166741,University of Klagenfurt,education,AT,education,Other
I4210164862,Artificial Intelligence in Medicine (Canada),company,CA,company,Other
I4210109586,Moscow Institute of Thermal Technology,facility,RU,research_institute,Other
I4210121988,Film Independent,nonprofit,US,nonprofit,Other
I170897317,Duke University,education,US,education,Other
I4210149682,Biogen (Belgium),company,BE,company,Other
I95674353,UCLouvain,education,BE,education,Other
I4210110490,Instituto Nacional del Carbón,facility,ES,research_institute,Other
I1330165540,Federal Institute For Materials Research and Testing,facility,DE,research_institute,Other
I2801081054,The Francis Crick Institute,facility,GB,research_institute,Other
I40695006,Open Geospatial Consortium,nonprofit,US,nonprofit,Other
I203951103,Keio University,education,JP,education,Other
I184616310,Illinois Wesleyan University,education,US,education,Other
I2801317318,Hospital for Sick Children,healthcare,CA,healthcare,Other
I4210116402,St. Luke's Medical Center,healthcare,PH,healthcare,Other
I4210122543,Guangdong Polytechnic Normal University,education,CN,education,Other
I119004910,Silesian University of Technology,education,PL,education,Other
I5681781,The University of Adelaide,education,AU,education,Other
I131651094,University of Denver,education,US,education,Other
I99043593,Macquarie University,education,AU,education,Other
I4210153682,Intelligent Health (United Kingdom),company,GB,company,Other
I114972647,University of Jordan,education,JO,education,Other
I2800233941,Jordan Hospital,healthcare,JO,healthcare,Other
I4210090236,National Human Genome Research Institute,facility,US,research_institute,Other
I138898306,Reichman University,education,IL,education,Other
I64180646,International Institute of Tropical Agriculture,nonprofit,NG,nonprofit,Other
I4210118691,International Center for Tropical Agriculture,nonprofit,KE,nonprofit,Other
I150314799,International Food Policy Research Institute,nonprofit,US,nonprofit,Other
I4403928327,Linux Foundation,funder,,unknown,Other
I64492213,International Center for Tropical Agriculture,funder,CO,unknown,Other
I123946342,Binghamton University,education,US,education,Other
I129902397,Dalhousie University,education,CA,education,Other
I53592917,Jiangxi Normal University,education,CN,education,Other
I2802635041,Technische Informationsbibliothek (TIB),archive,DE,research_institute,Other
I4210121272,Anna Needs Neuroblastoma Answers,nonprofit,US,nonprofit,Other
I2802730090,Yale Cancer Center,facility,US,research_institute,Other
I4210148918,Houston Eye Associates,healthcare,US,healthcare,Other
I12834331,University of Wyoming,education,US,education,Other
I877506347,Abertay University,education,GB,education,Other
I145847075,TU Wien,education,AT,education,Other
I17389662,University of Nicosia,education,CY,education,Other
I51601045,University of Bath,education,GB,education,Other
I22299242,Kyoto University,education,JP,education,Other
I76130692,Zhejiang University,education,CN,education,Other
I4210128818,Institute of Software,facility,CN,research_institute,Other
I28006308,Shandong Normal University,education,CN,education,Other
I188538660,University of Colorado Boulder,education,US,education,Other
I180825142,"City, University of London",education,GB,education,Other
I98704320,Icahn School of Medicine at Mount Sinai,education,US,education,Other
I59130452,University of Nebraska Medical Center,healthcare,US,healthcare,Other
I2802423016,WinnMed,nonprofit,US,nonprofit,Other
I4210146710,Mayo Clinic in Florida,healthcare,US,healthcare,Other
I204250578,"University of California, Irvine",education,US,education,Other
I205023500,Chicago Kent College of Law,education,US,education,Other
I184565670,Georgetown University,education,US,education,Other
I154570441,"University of California, Santa Barbara",education,US,education,Other
I27116053,South Texas College of Law,education,US,education,Other
I90326151,Ecole des Hautes Etudes Commerciales du Nord,education,FR,education,Other
I4210140380,Lincoln College,education,US,education,Other
