author_id,publication_year,institution_ids,institution_names,institution_categories
A5039663862,2024,I129604602,University of Sydney,education
A5086231131,2024,I129604602,University of Sydney,education
A5060434540,2024,I165932596,National University of Singapore,education
A5054517775,2024,I205783295,Cornell University,education
A5039998161,2024,I205783295;I28022161,Cornell University;King Saud University,education
A5052182744,2024,I205783295,Cornell University,education
A5020219914,2024,I73417466,Coventry University,education
A5054525075,2024,I157725225;I39422238,University of Illinois Chicago;University of Illinois Urbana-Champaign,education
A5092957796,2024,,,unknown
A5111242137,2024,I121980950,Utah State University,education
A5116424947,2024,I60205797,Abilene Christian University,education
A5080249229,2024,I121980950,Utah State University,education
A5024205210,2024,I214977574,University Canada West,education
A5019793062,2024,I95457486,"University of California, Berkeley",education;unknown
A5086990639,2024,I95457486,"University of California, Berkeley",education;unknown
A5113474131,2024,,,unknown
A5049884349,2024,I136199984,Harvard University,education;unknown
A5041626688,2024,I75357094,National Yunlin University of Science and Technology,education
A5025611211,2024,I78757542,University of Newcastle Australia,education
A5113175289,2024,I50760025,Hangzhou Dianzi University,education
A5056952698,2024,I141568987,Hong Kong Baptist University,education
A5040294248,2024,I141568987,Hong Kong Baptist University,education
A5104724682,2024,I141568987,Hong Kong Baptist University,education
A5036526311,2024,I141568987,Hong Kong Baptist University,education
A5015855466,2024,I4210119109,Indiana University Bloomington,education
A5008840028,2024,I4210110027;I98285908,Sanken Electric (Japan);The University of Osaka,company;education
A5088621577,2024,,,unknown
A5084955495,2024,I4210119109,Indiana University Bloomington,education
A5061923992,2024,I4210119109,Indiana University Bloomington,education
A5042439936,2024,I161856759;I180437899,Concordia University;University of Bremen,education
A5014230083,2024,I180437899,University of Bremen,education
A5095955203,2024,I180437899,University of Bremen,education
A5013724873,2024,I180437899,University of Bremen,education
A5001422310,2024,I165690674,Oregon Health & Science University,education
A5018294194,2024,I114090438,Goethe University Frankfurt,education
A5068164841,2024,I114090438;I149704539,Deakin University;Goethe University Frankfurt,education
A5019654991,2024,I180519160,Copenhagen Business School,education
A5054990285,2024,I9927081,Aalto University,education
A5010838527,2024,I180519160;I2800207870,Copenhagen Business School;Høyskolen Kristiania,education
A5028695671,2024,I84392919,Temple University,education
A5009372982,2024,I172675005,Nanyang Technological University,education
A5012796667,2024,I2801851002,Harvard University Press,unknown
A5049495980,2024,I2801851002,Harvard University Press,unknown
A5048698430,2024,I33213144,University of Florida,education
A5026453936,2024,I24027795,University of Johannesburg,education
A5058859955,2024,I180664298,Federal University of Technology,education
A5114361403,2024,I40253897,University of New Haven,education
A5064352908,2024,I56590836,Monash University,education
A5109018409,2024,I1327163397;I157349981,SUNY College of Environmental Science and Forestry;State University of New York,education
A5119269618,2024,,,unknown
A5049005810,2024,,,unknown
A5108999586,2024,I32971472,Yale University,education
A5101305003,2024,I32971472,Yale University,education
A5082386535,2024,I32971472,Yale University,education
A5110689697,2024,I97018004,Stanford University,education
A5113119454,2024,I32971472,Yale University,education
A5100689730,2024,I32971472,Yale University,education
A5111504365,2024,I91136226,University of Sheffield,education
A5028583473,2024,I392282,"University at Albany, State University of New York",education
A5021622754,2024,I103163165,Florida State University,education
A5014005450,2024,I113508548;I392282,"Albany State University;University at Albany, State University of New York",education
A5007660810,2024,I165932596,National University of Singapore,education
A5087226434,2024,I859038795,Virginia Tech,education
A5095942102,2024,,,unknown
A5041886956,2024,I4210132586;I859038795,"United Nations University Institute for Water, Environment, and Health;Virginia Tech",education;research_institute
A5100360494,2024,I859038795,Virginia Tech,education
A5000988165,2024,I59411706,Adam Mickiewicz University in Poznań,education
A5082669876,2024,I188538660,University of Colorado Boulder,education
A5061435242,2024,I107639228,University of Notre Dame,education
A5008772926,2024,I157153078,Beaconhouse National University,education
A5103199894,2024,I157153078,Beaconhouse National University,education
A5114039773,2024,I194348271,"Government College University, Faisalabad",education
A5058085403,2024,I66752286,University of Milano-Bicocca,education
A5102230705,2024,I5100685,University of Education,education
A5103051748,2024,I157153078,Beaconhouse National University,education
A5014828187,2024,I27837315;I4210111179,Michigan United;University of Michigan,education;nonprofit
A5000127111,2024,I27837315;I4210111179,Michigan United;University of Michigan,education;nonprofit
A5072879839,2024,I27837315;I4210111179,Michigan United;University of Michigan,education;nonprofit
A5069296306,2024,I27837315;I4210111179,Michigan United;University of Michigan,education;nonprofit
A5021329493,2024,I27837315;I4210111179,Michigan United;University of Michigan,education;nonprofit
A5066105112,2024,I919208787,Louisiana Tech University,education
A5053232658,2024,I72951846,Washington State University,education
A5023165979,2024,I51504820,San Jose State University,education
A5005639989,2024,I919208787,Louisiana Tech University,education
A5067872979,2024,I150870154,Indian Institute of Management Ahmedabad,education
A5010688625,2024,I150870154,Indian Institute of Management Ahmedabad,education
A5069102532,2024,I55732556,Arizona State University,education
A5093371166,2024,I55732556,Arizona State University,education
A5062858695,2024,I55732556,Arizona State University,education
A5077193703,2024,I4210123235,Centro de Estudos e Sistemas Avançados do Recife,unknown
A5022919439,2024,I4210123235,Centro de Estudos e Sistemas Avançados do Recife,unknown
A5084052362,2024,I4210123235,Centro de Estudos e Sistemas Avançados do Recife,unknown
A5035066479,2024,I4210123235,Centro de Estudos e Sistemas Avançados do Recife,unknown
A5058941737,2024,I4210123235,Centro de Estudos e Sistemas Avançados do Recife,unknown
A5080161379,2024,I168635309,University of Calgary,education
A5028496954,2024,I174025329,University of the Sunshine Coast,education
A5057938419,2024,I174025329,University of the Sunshine Coast,education
A5023102904,2024,I174025329,University of the Sunshine Coast,education
A5063991227,2024,I174025329,University of the Sunshine Coast,education
A5017992165,2024,I174025329,University of the Sunshine Coast,education
A5073430987,2024,I174025329,University of the Sunshine Coast,education
A5104473592,2024,I150744194,Waseda University,education
A5100405281,2024,I142108993,Southwest University,education
A5052040242,2024,,,unknown
A5059882053,2024,I223464139;I99464096,KU Leuven;Linnaeus University,education
A5045332896,2024,I114531698,Tokyo Institute of Technology,education
A5035078692,2024,I1291425158,Google (United States),company;unknown
A5018851668,2024,I1291425158,Google (United States),company
A5034997186,2024,I1291425158,Google (United States),company
A5110985473,2024,I1291425158,Google (United States),company
A5074116667,2024,I1291425158;I180670191,"Google (United States);University of California, San Francisco",company;education
A5036589489,2024,I1291425158,Google (United States),company
A5111953201,2024,I53964585,Weizmann Institute of Science,education
A5060000122,2024,I1291425158,Google (United States),company
A5089579452,2024,I1291425158,Google (United States),company;unknown
A5003577779,2024,I1291425158,Google (United States),company
A5051339229,2024,I1291425158,Google (United States),company
A5028706339,2024,I116660002;I47508984;I91203450,Imperial College London;The Max Stern Yezreel Valley College;University of Haifa,education
A5103209719,2024,I138898306;I2801151526,Brandman University;Reichman University,education
A5093025114,2024,I13955877,Bar-Ilan University,education
A5032539959,2024,I4210125051,Microsoft (Israel),company
A5093025115,2024,I13955877;I16391192,Bar-Ilan University;Tel Aviv University,education
A5114077992,2024,I16391192;I4210140243,Samueli Institute;Tel Aviv University,education;nonprofit
A5032831451,2024,I16391192;I2799807261;I4210140243,Samueli Institute;Tel Aviv Sourasky Medical Center;Tel Aviv University,education;healthcare;nonprofit
A5072911058,2024,I16391192;I2799807261;I4210140243,Samueli Institute;Tel Aviv Sourasky Medical Center;Tel Aviv University,education;healthcare;nonprofit
A5015473899,2024,I130769515,Pennsylvania State University,education
A5038328386,2024,I103531236,Boston College,education
A5065786559,2024,I91045830,Texas A&M University,education
A5048509383,2024,I177144353,Panteion University,education
A5036043911,2024,I200769079,Hong Kong University of Science and Technology,education
A5013583141,2024,I200769079,Hong Kong University of Science and Technology,education
A5100409931,2024,I76569877,Southeast University,education
A5064412148,2024,I245308123,State University of Padang,education
A5025549151,2024,I47755478,University of Bengkulu,education
A5101681340,2024,I96916377,Walailak University,education
A5019947649,2024,I245308123,State University of Padang,education
A5047426522,2024,I245308123,State University of Padang,education
A5080955321,2024,I245308123,State University of Padang,education
A5079171823,2024,I245308123,State University of Padang,education
A5058594192,2024,I245308123,State University of Padang,education
A5015129888,2024,I47755478,University of Bengkulu,education
A5057578937,2024,I114027177,University of North Carolina at Chapel Hill,education
A5029643810,2024,I114027177;I901861585,University of North Carolina at Chapel Hill;Vanderbilt University Medical Center,education;healthcare
A5009483611,2024,I114027177,University of North Carolina at Chapel Hill,education
A5021444526,2024,I114027177,University of North Carolina at Chapel Hill,education
A5054578170,2024,I105126617;I4400573310;I76130692,Hangzhou City University;Zhejiang International Studies University;Zhejiang University,education
A5078882167,2024,I111950717,Macau University of Science and Technology,education
A5026446329,2024,I243754102,Universidade Federal do Ceará,education
A5039960472,2024,I243754102,Universidade Federal do Ceará,education
A5080437218,2024,I3125581668,Universidade de Fortaleza,education
A5106208552,2024,I8696757,Singapore University of Social Sciences,education
A5106157448,2024,I8696757,Singapore University of Social Sciences,education
A5106012312,2024,I8696757,Singapore University of Social Sciences,education
A5069874075,2024,I111398093,Kozminski University,education
A5039762154,2024,I25169866;I4210108537,Universidade Católica Portuguesa;University of Saint Joseph,education
A5041329458,2024,I111398093,Kozminski University,education
A5053922801,2024,I111398093,Kozminski University,education
A5040600456,2024,I98358874,Delft University of Technology,education
A5014064273,2024,I56590836,Monash University,education
A5050492907,2024,I56590836,Monash University,education
A5040093215,2024,I56590836,Monash University,education
A5037083839,2024,I245213965,Philippine Normal University,education
A5047878166,2024,I205640436,Curtin University,education
A5100256186,2024,I129643931;I4387153049,Berliner Hochschule für Technik;CODE University of Applied Sciences,education
A5113281510,2024,I129643931;I4387153049,Berliner Hochschule für Technik;CODE University of Applied Sciences,education
A5113193402,2024,I129643931;I4387153049,Berliner Hochschule für Technik;CODE University of Applied Sciences,education
A5046682689,2024,,,unknown
A5065865972,2024,I47508984,Imperial College London,education
A5022994077,2024,I74973139,Carnegie Mellon University,education;unknown
A5057083232,2024,I202697423,University of Zurich,education
A5069625710,2024,I166644833;I74801974,Kavli Institute for the Physics and Mathematics of the Universe;The University of Tokyo,education;research_institute
A5008988356,2024,I187400657,South China Normal University,education
A5064893466,2024,I161318765;I2803209242,"University of California System;University of California, Los Angeles",education
A5028623122,2024,I191208505,Xiamen University,education
A5040459762,2024,I4210121678,Block Engineering (United States),company
A5009814221,2024,I37987034,Guangzhou University,education
A5002897830,2024,I4210126328,IBM Research - Zurich,research_institute
A5075235161,2024,I118564535;I2801112126,University Hospital of Bern;University of Bern,education;healthcare
A5033485414,2024,I118564535,University of Bern,education
A5063195568,2024,I76134821,Medical University of Vienna,education
A5004625005,2024,I118564535,University of Bern,education
A5058388599,2024,I4210137807;I62318514,Lindenhofspital;University of Duisburg-Essen,education;healthcare
A5103239237,2024,I35440088;I4210126328;I97565354,ETH Zurich;IBM Research - Zurich;University of Lausanne,education;research_institute
A5059950545,2024,I118564535,University of Bern,education
A5032290331,2024,I118564535;I2801112126,University Hospital of Bern;University of Bern,education;healthcare
A5005720694,2024,I4210126328;I97565354,IBM Research - Zurich;University of Lausanne,education;research_institute
A5020512239,2024,I165678365;I91136226,University of Greater Manchester;University of Sheffield,education
A5038449544,2024,I4387154627,Prince Sultan Military College of Health Sciences,education
A5088748086,2024,I45129253,University College London,education
A5063114726,2024,I165390105,University of South Africa,education
A5056011030,2024,I165390105,University of South Africa,education
A5085233335,2024,I165390105,University of South Africa,education
A5093949356,2024,I165390105,University of South Africa,education
A5094363272,2024,I165390105,University of South Africa,education
A5094363273,2024,I165390105,University of South Africa,education
A5100604133,2024,I40963666,Central China Normal University,education
A5101879533,2024,I40963666,Central China Normal University,education
A5006268349,2024,I26771391,Jaipuria Institute of Management,education
A5021571504,2024,I26771391,Jaipuria Institute of Management,education
A5031330840,2024,I26771391,Jaipuria Institute of Management,education
A5004409073,2024,I26771391,Jaipuria Institute of Management,education
A5053340780,2024,I60342839,Qatar University,education
A5009633579,2024,I119439378;I60342839,Qatar University;University of Verona,education
A5005435468,2024,I60342839,Qatar University,education
A5037399584,2024,I60342839,Qatar University,education
A5103787698,2024,I1341412227,IBM (United States),company
A5011024626,2024,I84500057,Institut de Mathématiques de Toulouse,research_institute
A5039628331,2024,I4210131585,IBM (Belgium),company
A5080995134,2024,I1341412227,IBM (United States),company
A5084896336,2024,,,unknown
A5034165383,2024,I79619799,University of Birmingham,education
A5022603471,2024,,,unknown
A5090345450,2024,I1290206253,Microsoft (United States),company
A5024416556,2024,I4210094195,Azienda Socio Sanitaria Territoriale Grande Ospedale Metropolitano Niguarda,healthcare
A5004167892,2024,I4210094195,Azienda Socio Sanitaria Territoriale Grande Ospedale Metropolitano Niguarda,healthcare
A5068979918,2024,I4210094195,Azienda Socio Sanitaria Territoriale Grande Ospedale Metropolitano Niguarda,healthcare
A5100395857,2024,I3130430780,Seoul School of Integrated Sciences and Technologies,education
A5102783556,2024,I15196421;I903955410,Franklin University Switzerland;University of Applied Sciences and Arts of Southern Switzerland,education
A5067305044,2024,I3130430780,Seoul School of Integrated Sciences and Technologies,education
A5022810717,2024,I168879160;I69356397,Xi’an Jiaotong-Liverpool University;Zhejiang University of Science and Technology,education
A5052625345,2024,I168879160;I69356397,Xi’an Jiaotong-Liverpool University;Zhejiang University of Science and Technology,education
A5062872235,2024,I69356397,Xi’an Jiaotong-Liverpool University,education
A5066965467,2024,I168879160;I4210134579,Dana-Farber/Harvard Cancer Center;Zhejiang University of Science and Technology,education;healthcare
A5109429613,2024,I49645291,National Taipei University of Education,education
A5110995457,2024,I146620803;I4210153668,Wenzhou University;Wenzhou-Kean University,education
A5070550028,2024,I45129253,University College London,education
A5025663676,2024,I55215948,Tata Consultancy Services (India),company
A5093966023,2024,I55215948,Tata Consultancy Services (India),company
A5103165681,2024,I55215948,Tata Consultancy Services (India),company
A5080404738,2024,I55215948,Tata Consultancy Services (India),company
A5039653330,2024,I3133055985,Westlake University,education
A5108035744,2024,I76130692,Zhejiang University,education
A5102494956,2024,I76130692,Zhejiang University,education
A5072525278,2024,I76130692,Zhejiang University,education
A5077043512,2024,I113145275,Gwangju National University of Education,education
A5043301976,2024,I131249849,Oregon State University,education
A5030434875,2024,I131249849,Oregon State University,education
A5051186886,2024,I203172682,Northern Arizona University,education
A5007593721,2024,I203172682,Northern Arizona University,education
A5024821289,2024,I131249849,Oregon State University,education
A5098768016,2024,,,unknown
A5098768017,2024,,,unknown
A5053060587,2024,I1288882113;I1335321130,Boston Children's Hospital;Children's Hospital of Philadelphia,healthcare;unknown
A5074708577,2024,I1288882113;I4210150980,Boston Children's Hospital;Boston Children's Museum,healthcare;research_institute
A5080056102,2024,I1283280774;I136199984,Brigham and Women's Hospital;Harvard University,education;healthcare
A5080963615,2024,I1288882113;I136199984;I4210150980,Boston Children's Hospital;Boston Children's Museum;Harvard University,education;healthcare;research_institute
A5001697715,2024,I1288882113;I136199984;I4210150980,Boston Children's Hospital;Boston Children's Museum;Harvard University,education;healthcare;research_institute
A5079414957,2024,I1288882113;I136199984;I4210150980,Boston Children's Hospital;Boston Children's Museum;Harvard University,education;healthcare;research_institute
A5048277564,2024,I1294278766,Lurie Children's Hospital,healthcare
A5039997432,2024,I1288882113;I136199984;I4210150980,Boston Children's Hospital;Boston Children's Museum;Harvard University,education;healthcare;research_institute
A5083610381,2024,I180670191,"University of California, San Francisco",education
A5026951561,2024,I1288882113;I136199984,Boston Children's Hospital;Harvard University,education;healthcare
A5030547034,2024,I1288882113;I136199984;I4210150980,Boston Children's Hospital;Boston Children's Museum;Harvard University,education;healthcare;research_institute
A5069527077,2024,I4210089887;I4210156703;I4210167379;I47508984,Dyson (United Kingdom);Imperial College London;Polar Scientific;The Faraday Institution,company;education;nonprofit
A5012550069,2024,I4210089887;I4210167379;I47508984,Dyson (United Kingdom);Imperial College London;Polar Scientific,company;education
A5077553730,2024,I4210089887;I47508984,Dyson (United Kingdom);Imperial College London,company;education
A5030244539,2024,I39555362;I4210156703,The Faraday Institution;University of Warwick,education;nonprofit
A5011538463,2024,I192454743;I4210104735,Sandia National Laboratories;Sandia National Laboratories California,research_institute
A5050199179,2024,I192878625,Plovdiv University,education
A5054211196,2024,I192878625,Plovdiv University,education
A5073449502,2024,I192878625,Plovdiv University,education
A5072991153,2024,I183935753;I4210119896,King's College London;King's College School,education
A5009337376,2024,I3123915005,Universitat Internacional de Catalunya,education
A5007839132,2024,I3123915005,Universitat Internacional de Catalunya,education
A5056654531,2024,I3123915005,Universitat Internacional de Catalunya,education
A5029852948,2024,I34250744,University of Łódź,education
A5017919712,2024,I111398093,Kozminski University,education
A5087861778,2024,I126596746;I4210101585,Institute of Public Affairs;Jagiellonian University,education;nonprofit
A5039050944,2024,I17301866,University of Alabama,education
A5057376195,2024,I173888879,SINTEF,research_institute
A5076436430,2024,I173888879,SINTEF,research_institute
A5071199006,2024,I173888879;I184942183,SINTEF;University of Oslo,education;research_institute
A5097278334,2024,I4210165875,NTNU Samfunnsforskning,research_institute
A5017500478,2024,I27357992;I4210092944,Dalian University;Dalian University of Technology,education
A5004560590,2024,I91807558,National Cheng Kung University,education
A5101665047,2024,I27357992;I4210092944,Dalian University;Dalian University of Technology,education
A5100647662,2024,I88372448,Dalian Polytechnic University,education
A5059233459,2024,I3121676899,Université Ibn-Tofail,education
A5069581937,2024,I126477371;I127336678,Ecole Mohammadia d'Ingénieurs;Mohammed V University,education
A5021756636,2024,I153718931,University of Ottawa,education
A5005232556,2024,I78577930,Columbia University,education
A5015856896,2024,I12912129,Northeastern University,education
A5100454438,2024,I79576946,University of Pennsylvania,education
A5100455768,2024,I205783295;I4387153466,Cornell University;Weill Cornell Medicine,education
A5019169770,2024,I205783295;I4387153466,Cornell University;Weill Cornell Medicine,education
A5115596684,2024,I205783295,Cornell University,education
A5011142830,2024,I91203450,University of Haifa,education
A5036790226,2024,I12912129,Northeastern University,education
A5092212618,2024,I52357470,The Ohio State University,education
A5061473466,2024,I52357470,The Ohio State University,education;unknown
A5021611087,2024,I1174212,University of Southern California,education
A5084705208,2024,I52357470,The Ohio State University,education
A5100659123,2024,I52357470,The Ohio State University,education
A5098667151,2024,I179331831,Taif University,education
A5037981078,2024,I201448701,University of Washington,education
A5062498796,2024,I201448701,University of Washington,education
A5092102988,2024,I881427289,University of Gothenburg,education
A5085067458,2024,I881427289,University of Gothenburg,education
A5101506146,2024,I881427289,University of Gothenburg,education
A5092958509,2024,I12607205;I32597200,Ghent University;University College Ghent,education
A5106782977,2024,I187531555,Lund University,education
A5009004816,2024,I187531555,Lund University,education
A5113353876,2024,I187531555,Lund University,education
A5041149364,2024,I187531555,Lund University,education
A5007431217,2024,I2801239119;I40120149;I56590836,Australian Regenerative Medicine Institute;Monash University;University of Oxford,education;research_institute
A5064502869,2024,I162714631,George Mason University,education
A5001017206,2024,I162714631,George Mason University,education
A5068211655,2024,I162714631,George Mason University,education
A5071134384,2024,I290598920,"California State University, Dominguez Hills",education
A5039192255,2024,I134113660,"University of Nevada, Reno",education
A5095934231,2024,I193260172,British University in Dubai,education
A5003024821,2024,I193260172,British University in Dubai,education
A5106105074,2024,I3132564352,Dar Al-Hekma University,education
A5106010129,2024,,,unknown
A5105914730,2024,I117222138,Abu Dhabi University,education
A5105960236,2024,,,unknown
A5005873720,2024,I165143802,The University of Queensland,education
A5019857678,2024,I165143802,The University of Queensland,education
A5070591850,2024,I165143802,The University of Queensland,education
A5075931688,2024,I91807558,National Cheng Kung University,education
A5076282015,2024,I91807558,National Cheng Kung University,education
A5045489429,2024,I91807558,National Cheng Kung University,education
A5071574103,2024,I91807558,National Cheng Kung University,education
A5003821444,2024,I75357094,National Yunlin University of Science and Technology,education
A5083386369,2024,I74973139,Carnegie Mellon University,education
A5087116598,2024,I74973139,Carnegie Mellon University,education
A5005386480,2024,I74973139,Carnegie Mellon University,education
A5000744718,2024,I74973139,Carnegie Mellon University,education
A5085877358,2024,I74973139,Carnegie Mellon University,education
A5054624773,2024,I74973139,Carnegie Mellon University,education
A5010552097,2024,I204512498;I6469544,City University of Macau;University of Macau,education
A5037276739,2024,I204512498;I6469544,City University of Macau;University of Macau,education
A5076938763,2024,I55712492,Zhejiang University of Technology,education
A5100659097,2024,I139024713,Guangdong University of Technology,education
A5103429302,2024,I143302722,University of Kentucky,education
A5080827513,2024,I250520410,Prairie View A&M University,education
A5011308697,2024,I82495205,University of Alabama in Huntsville,education
A5041117253,2024,I170164250,Elon University,education
A5032135353,2024,I164936912,The University of Texas at El Paso,education
A5082173308,2024,I1314135232;I52357470,Nationwide Children's Hospital;The Ohio State University,education;healthcare
A5059593620,2024,I1314135232;I52357470,Nationwide Children's Hospital;The Ohio State University,education;healthcare
A5003256218,2024,I162714631,George Mason University,education
A5033724744,2024,I162714631,George Mason University,education
A5011855564,2024,I40542001,University of Ulsan,education
A5113000830,2024,,,unknown
A5054892339,2024,I4921948,Pusan National University,education
A5100430160,2024,I28615091,Kyonggi University,education
A5062525719,2024,I205274468,Trinity College Dublin,education
A5003505871,2024,I46176106,Universidad de Burgos,education
A5098994935,2024,I46176106,Universidad de Burgos,education
A5041544942,2024,I46176106,Universidad de Burgos,education
A5046699964,2024,I46176106,Universidad de Burgos,education
A5020423438,2024,I4210142372,Human Media,nonprofit
A5036506156,2024,I4210142372,Human Media,nonprofit
A5001522776,2024,I4210142372,Human Media,nonprofit
A5060423255,2024,,,unknown
A5083496983,2024,I78577930,Columbia University,education
A5081457786,2024,I4210142372,Human Media,nonprofit
A5013705301,2024,I158708052;I55913730,Bangkok University;Chulalongkorn University,education
A5044383012,2024,I158708052,Chulalongkorn University,education
A5055974749,2024,I14243506,Hong Kong Polytechnic University,education
A5060663003,2024,I28777354,Sejong University,education
A5015154587,2024,I28777354,Sejong University,education
A5094017317,2024,I12912129,Northeastern University,education
A5063897584,2024,I12912129,Northeastern University,education
A5113308782,2024,I111088046,Boston University,education
A5113373698,2024,I203172682,Northern Arizona University,education
A5094017318,2024,I12912129,Northeastern University,education
A5009732207,2024,I180825142,"City, University of London",education
A5036110570,2024,I183935753,King's College London,education
A5030668856,2024,,,unknown
A5099029062,2024,I65285256,Pontificia Universidad Católica del Perú,education
A5099029063,2024,I65285256,Pontificia Universidad Católica del Perú,education
A5095958358,2024,I65285256,Pontificia Universidad Católica del Perú,education
A5077984648,2024,I4210101969;I56590836,Dalat University;Monash University,education
A5047298561,2024,I4210101969,Dalat University,education
A5043080130,2024,I887064364,University of Amsterdam,education
A5001617537,2024,I887064364,University of Amsterdam,education
A5113053837,2024,I887064364,University of Amsterdam,education
A5062230930,2024,I60008374,Middlesex County College,education
A5050944523,2024,I162714631,George Mason University,education
A5042979898,2024,I162714631,George Mason University,education
A5054194162,2024,I162714631,George Mason University,education
A5063529604,2024,I4800084,Southwest Jiaotong University,education
A5100404886,2024,I74413500,University of Windsor,education
A5061645564,2024,I96749437,Texas A&M University – Corpus Christi,education
A5073181706,2024,I150229711,University of Electronic Science and Technology of China,education
A5020091402,2024,I116953780,Tongji University,education
A5100457115,2024,I76130692,Zhejiang University,education
A5091956136,2024,I185492890,University of Canterbury,education
A5027284786,2024,I168719708,City University of Hong Kong,education
A5041124867,2024,I3132999081,Marwadi University,education
A5095927860,2024,I101407740,Chandigarh University,education
A5001750459,2024,I110360157,Lovely Professional University,education
A5062193230,2024,I887968799,RWTH Aachen University,education
A5111347763,2024,I12912129,Northeastern University,education
A5068510150,2024,I12912129,Northeastern University,education
A5014487236,2024,,,unknown
A5065410304,2024,I2800794739,Universidade Europeia,education
A5046771870,2024,I204824540,University of Wollongong,education
A5023998324,2024,I204824540,University of Wollongong,education
A5010401806,2024,I204824540,University of Wollongong,education
A5063423578,2024,I204824540;I63525965;I86695891,Australian Catholic University;University of Wollongong;Western Sydney University,education
A5054875321,2024,I63525965,Western Sydney University,education
A5013422178,2024,I204824540,University of Wollongong,education
A5068373975,2024,I204824540,University of Wollongong,education
A5021094491,2024,I204824540,University of Wollongong,education
A5059981371,2024,I151746483,University of Waterloo,education
A5085339995,2024,I151746483,University of Waterloo,education
A5090196793,2024,I151746483,University of Waterloo,education
A5036366420,2024,I151746483,University of Waterloo,education
A5084389654,2024,I151746483,University of Waterloo,education
A5045627721,2024,I151746483,University of Waterloo,education
A5103120021,2024,I200769079;I32971472,Hong Kong University of Science and Technology;Yale University,education
A5000747777,2024,I200769079;I32971472,Hong Kong University of Science and Technology;Yale University,education
A5103260851,2024,I200769079,Hong Kong University of Science and Technology,education
A5077758142,2024,I200769079,Hong Kong University of Science and Technology,education
A5100379682,2024,I200769079;I889458895,Hong Kong University of Science and Technology;University of Hong Kong,education
A5110953659,2024,I20231570,Peking University,education
A5055120498,2024,I198645480,North China University of Water Resources and Electric Power,education
A5101543319,2024,I4210086892,Education University of Hong Kong,education
A5107024002,2024,I20089843,Princeton University,education
A5050184772,2024,I63966007,Massachusetts Institute of Technology,education
A5042418453,2024,I4210164937,Microsoft Research (United Kingdom),company
A5094261203,2024,I1296812847;I79576946,Public Policy Institute of California;University of Pennsylvania,education;nonprofit
A5073087748,2024,I4210105678,Microsoft (Finland),company
A5022162716,2024,I1321305853;I63966007,Massachusetts Institute of Technology;National Bureau of Economic Research,education;nonprofit
A5049028422,2024,I887064364,University of Amsterdam,education
A5029940839,2024,I887064364,University of Amsterdam,education
A5039529259,2024,,,unknown
A5000015851,2024,,,unknown
A5003151143,2024,,,unknown
A5054889505,2024,I861853513,Sapienza University of Rome,education
A5084715811,2024,I25217355;I861853513,Sapienza University of Rome;University of Pavia,education
A5069478037,2024,I861853513,Sapienza University of Rome,education
A5024333391,2024,I861853513,Sapienza University of Rome,education
A5070028115,2024,I30771326,Italian Institute of Technology,research_institute
A5073049605,2024,I30771326,Italian Institute of Technology,research_institute
A5018356525,2024,I4210119350,Istituto Nazionale per l'Assicurazione Contro gli Infortuni sul Lavoro,research_institute
A5078785161,2024,I4210119350,Istituto Nazionale per l'Assicurazione Contro gli Infortuni sul Lavoro,research_institute
A5069041616,2024,I4210119350,Istituto Nazionale per l'Assicurazione Contro gli Infortuni sul Lavoro,research_institute
A5066204114,2024,I25217355;I4210095701,Fondazione Istituto Neurologico Nazionale Casimiro Mondino;University of Pavia,education;research_institute
A5108429932,2024,I861853513,Sapienza University of Rome,education
A5066906961,2024,I861853513,Sapienza University of Rome,education
A5052533140,2024,I172675005,Nanyang Technological University,education
A5036691090,2024,I172675005;I4210086892,Education University of Hong Kong;Nanyang Technological University,education
A5090431082,2024,I31746571,UNSW Sydney,education
A5017756615,2024,I31746571,UNSW Sydney,education
A5040319418,2024,I204136569,The Open University,education
A5114361253,2024,I4626487,King Faisal University,education
A5114361254,2024,I185163786,King Abdulaziz University,education
A5049786930,2024,I185163786,King Abdulaziz University,education
A5007080355,2024,I20089843,Princeton University,education;unknown
A5007876385,2024,I83816512,University of Genoa,education
A5073715357,2024,I84339108,Sunway University,education
A5043183981,2024,I121748325,Universidad Complutense de Madrid,education
A5038334146,2024,,,unknown
A5049580806,2024,I4210106641;I4210148941,IU International University of Applied Sciences;University of Applied Sciences Erfurt,education
A5004016093,2024,I177725633,Chinese University of Hong Kong,education
A5111284383,2024,I177725633,Chinese University of Hong Kong,education
A5008537532,2024,I4210086892,Education University of Hong Kong,education
A5100690922,2024,I31746571,UNSW Sydney,education
A5004920519,2024,I889458895,University of Hong Kong,education
A5045775832,2024,I889458895,University of Hong Kong,education
A5088158092,2024,I177725633,Chinese University of Hong Kong,education
A5039029789,2024,I161346416;I191208505,Jimei University;Xiamen University,education
A5100321671,2024,I4210139142;I4210156034,Development Research Center;Sichuan Research Center of New Materials,government;research_institute
A5002896092,2024,I4210131167,Centro Universitario Internazionale,education
A5063367072,2024,I157485424,Korea Advanced Institute of Science and Technology,education
A5009716893,2024,I157485424,Korea Advanced Institute of Science and Technology,education
A5057750109,2024,I157485424,Korea Advanced Institute of Science and Technology,education
A5094636342,2024,I146977602,Pharos University in Alexandria,education
A5054847255,2024,I84524832,Alexandria University,education
A5004199139,2024,I146977602,Pharos University in Alexandria,education
