id,author_id,display_name,main_institution_name,main_institution_id,main_institution_type,simplified_institution_category,target_firm_label,primary_institution_for_display_this_year,primary_category_for_display_this_year,primary_target_firm_for_display_this_year,all_institution_names_this_year,all_target_firm_labels_this_year,has_multiple_affiliations_this_year,has_multiple_categories_this_year,publication_count,year_list,degree_centrality,weighted_degree,betweenness_centrality,eigenvector_centrality,community
A5090455375,A5090455375,Yanghua Xiao,Fudan University,I24943067,education,education,Other,Fudan University,education,Other,Fudan University,Other,False,False,1,2024,0.00018675880100849752,4.0,0.0,8.589010670443372e-86,1972
A5090456625,A5090456625,Takehiko Oami,Chiba University,I159385669,education,education,Other,Chiba University,education,Other,Chiba University,Other,False,False,1,2024,9.337940050424876e-05,2.0,0.0,1.5229369349934825e-101,1583
A5090457109,A5090457109,Thibaut Lavril,,,,unknown,Other,,unknown,Other,,,False,False,1,2024,0.0011672425063031094,25.0,0.0,2.371383440877832e-12,143
A5090467618,A5090467618,Basura Fernando,,,,unknown,Other,,unknown,Other,,,False,False,1,2024,0.0002334485012606219,5.0,0.0,5.2457612362838735e-19,134
A5090506240,A5090506240,L. D. Liu,Beihang University,I82880672,education,education,Other,Beihang University,education,Other,Beihang University,Other,False,False,1,2024,0.0002334485012606219,5.0,0.0,1.7560294611927486e-66,234
A5090507877,A5090507877,Siyang Jiang,Chinese University of Hong Kong,I177725633,education,education,Other,Chinese University of Hong Kong,education,Other,Chinese University of Hong Kong,Other,False,False,1,2024,0.00037351760201699503,8.0,0.0,2.2025191462028605e-63,1248
A5090510182,A5090510182,Jueting Liu,China University of Mining and Technology,I25757504,education,education,Other,China University of Mining and Technology,education,Other,China University of Mining and Technology,Other,False,False,1,2024,0.00018675880100849752,4.0,0.0,8.589010670443372e-86,2025
A5090516040,A5090516040,Qi Dou,,,,unknown,Other,,unknown,Other,,,False,False,1,2024,0.0008871043047903632,19.0,0.0,6.066654689886904e-15,353
A5090518882,A5090518882,Anqi Shao,University of Wisconsin–Madison,I135310074,education,education,Other,University of Wisconsin–Madison,education,Other,University of Wisconsin–Madison,Other,False,False,1,2024,0.00014006910075637312,3.0,0.0,1.1306604960876034e-92,1848
A5090520296,A5090520296,Hongseok Kang,Korea Advanced Institute of Science and Technology,I157485424,education,education,Other,Korea Advanced Institute of Science and Technology,education,Other,Korea Advanced Institute of Science and Technology,Other,False,False,1,2024,0.0002334485012606219,5.0,0.0,3.595933168668725e-80,912
A5090524686,A5090524686,Mehmet Burçin Ünlü,Özyeğin University,I44925452,education,education,Other,Özyeğin University,education,Other,Özyeğin University,Other,False,False,1,2024,4.668970025212438e-05,1.0,0.0,4.78853346172546e-114,1552
A5090542476,A5090542476,Benjamin F. Grewe,,,,unknown,Other,,unknown,Other,,,False,False,1,2024,0.00018675880100849752,4.0,0.0,8.589010670443372e-86,1352
A5090552888,A5090552888,Z.J. Sun,,,,unknown,Other,,unknown,Other,,,False,False,1,2024,0.00028013820151274625,6.0,0.0,6.5152597356090415e-06,31
A5090566031,A5090566031,Alex Nguyen,,,,unknown,Other,,unknown,Other,,,False,False,1,2024,9.337940050424876e-05,2.0,0.0,1.8071087561258844e-11,86
A5090570382,A5090570382,Carolina Parada,Google (United States),I1291425158,company,company,Google / Google DeepMind / DeepMind,Google (United States),company,Google / Google DeepMind / DeepMind,Google (United States),Google / Google DeepMind / DeepMind,False,False,1,2024,0.00037351760201699503,8.0,0.0,1.6234815258788045e-11,90
A5090587594,A5090587594,Ali Nauman,Yeungnam University,I55240360,education,education,Other,Yeungnam University,education,Other,Yeungnam University,Other,False,False,1,2024,0.00018675880100849752,4.0,0.0,8.589010670443372e-86,795
A5090592321,A5090592321,Jan Leike,,,,unknown,Other,,unknown,Other,,,False,False,1,2024,0.0002334485012606219,5.0,0.0,3.595933168668725e-80,374
A5090606731,A5090606731,Ting Jiang,,,,unknown,Other,,unknown,Other,,,False,False,2,2024,0.0005602764030254925,14.0,1.90926824386491e-05,3.5241489890938025e-09,132
A5090613253,A5090613253,Satheesh Kumar K,Digital Science (United States),I4210110242,company,company,Other,Digital Science (United States),company,Other,Digital Science (United States);University of Kerala,Other,True,True,1,2024,0.00028013820151274625,6.0,0.0,2.0372000372092235e-75,1531
A5090615044,A5090615044,Xiaoping Lu,Macau University of Science and Technology,I111950717,education,education,Other,Macau University of Science and Technology,education,Other,Macau University of Science and Technology,Other,False,False,1,2024,0.00014006910075637312,3.0,0.0,1.1306604960876034e-92,968
A5090627348,A5090627348,Souha Bennani,Manouba University,I83259278,education,education,Other,Manouba University,education,Other,Manouba University,Other,False,False,1,2024,9.337940050424876e-05,2.0,0.0,1.5229369349934825e-101,1480
A5090632160,A5090632160,Hao Yang,Goshen College,I110181903,education,education,Other,Goshen College,education,Other,Goshen College,Other,False,False,1,2024,0.00032682790176487064,7.0,0.0,5.141538552585562e-18,375
A5090635327,A5090635327,Junru Lu,,,,unknown,Other,,unknown,Other,,,False,False,1,2024,0.00028013820151274625,6.0,0.0,1.7035556874287694e-61,653
A5090640905,A5090640905,Dustin Dannenhauer,,,,unknown,Other,,unknown,Other,,,False,False,1,2024,0.00032682790176487064,7.0,0.0,2.6696966151144307e-71,905
A5090647314,A5090647314,Bradley Malin,Vanderbilt University,I200719446,education,education,Other,Vanderbilt University,education,Other,Vanderbilt University;Vanderbilt University Medical Center,Other,True,True,3,2024,0.0014006910075637315,30.0,0.0018291619892853593,8.015416488425963e-09,132
A5090648628,A5090648628,Haoyuan Zhang,Peking University,I20231570,education,education,Other,Peking University,education,Other,Peking University,Other,False,False,1,2024,0.00014006910075637312,3.0,0.0,1.1306604960876034e-92,1205
A5090649125,A5090649125,Shreeya Jain,Columbia University,I78577930,education,education,Other,Columbia University,education,Other,Columbia University,Other,False,False,1,2024,9.337940050424876e-05,2.0,0.0,1.6524884952691612e-13,90
A5090657753,A5090657753,Christian Richardt,,,,unknown,Other,,unknown,Other,,,False,False,2,2024,0.00032682790176487064,14.0,0.0,1.5310796149418032e-14,101
A5090663798,A5090663798,Furen Xiao,National Taiwan University,I16733864,education,education,Other,National Taiwan University,education,Other,National Taiwan University,Other,False,False,1,2024,0.00014006910075637312,3.0,0.0,1.1306604960876034e-92,1657
A5090674915,A5090674915,Koji Kamagata,Juntendo University,I34077901,education,education,Other,Juntendo University,education,Other,Juntendo University,Other,False,False,2,2024,0.0012606219068073583,27.0,0.0005578383738596603,6.028533892446048e-12,57
A5090685223,A5090685223,Teqi Hao,Shanghai University of Engineering Science,I141962983,education,education,Other,Shanghai University of Engineering Science,education,Other,Shanghai University of Engineering Science,Other,False,False,1,2024,0.00018675880100849752,4.0,0.0,1.562928374776975e-10,0
A5090687409,A5090687409,Roberto Henriques,Universidade Nova de Lisboa,I83558840,education,education,Other,Universidade Nova de Lisboa,education,Other,Universidade Nova de Lisboa,Other,False,False,1,2024,0.00014006910075637312,3.0,0.0,1.1306604960876034e-92,1057
A5090695897,A5090695897,Daoyuan Chen,Alibaba Group (China),I45928872,company,company,Other,Alibaba Group (China),company,Other,Alibaba Group (China),Other,False,False,1,2024,0.0004202073022691194,9.0,0.0,5.628381504481082e-14,103
A5090701020,A5090701020,P. T. Teo,Northwestern University,I111979921,education,education,Other,Northwestern University,education,Other,Northwestern Memorial Hospital;Northwestern University,Other,True,True,1,2024,0.00032682790176487064,7.0,0.0,2.6696966151144307e-71,46
A5090701950,A5090701950,Joanne Blannin,Australian Regenerative Medicine Institute,I2801239119,facility,research_institute,Other,Australian Regenerative Medicine Institute,research_institute,Other,Australian Regenerative Medicine Institute;Monash University,Other,True,True,1,2024,4.668970025212438e-05,1.0,0.0,4.78853346172546e-114,2438
A5090712876,A5090712876,Michelle Newcomb,Queensland University of Technology,I160993911,education,education,Other,Queensland University of Technology,education,Other,Queensland University of Technology,Other,False,False,1,2024,0.0004202073022691194,9.0,0.0,2.028022805555576e-64,880
A5090720315,A5090720315,Weinan Zhang,Shanghai Jiao Tong University,I183067930,education,education,Other,Shanghai Jiao Tong University,education,Other,Shanghai Jiao Tong University,Other,False,False,4,2024,0.0014006910075637315,41.0,0.0015198916631527853,3.765047117777544e-12,414
A5090721866,A5090721866,Azman Ismail,"National Academy of Arts, Culture and Heritage",I4210103989,education,education,Other,"National Academy of Arts, Culture and Heritage",education,Other,"National Academy of Arts, Culture and Heritage",Other,False,False,1,2024,0.00014006910075637312,3.0,0.0,1.1306604960876034e-92,2115
A5090727579,A5090727579,Bashar Alhafni,,,,unknown,Other,,unknown,Other,,,False,False,2,2024,0.0002334485012606219,8.0,0.0,5.018400831007665e-69,620
A5090728932,A5090728932,Bozitao Zhong,Shanghai Jiao Tong University,I183067930,education,education,Other,Shanghai Jiao Tong University,education,Other,Center for Life Sciences;Shanghai Jiao Tong University,Other,True,False,2,2024,0.0008404146045382389,18.0,0.0013658012641234707,1.0720790566566936e-16,83
A5090730336,A5090730336,Lu Jiang,Google (United States),I1291425158,company,company,Google / Google DeepMind / DeepMind,Google (United States),company,Google / Google DeepMind / DeepMind,Carnegie Mellon University;Google (United States),Google / Google DeepMind / DeepMind;Other,True,True,2,2024,0.0005135867027733682,11.0,0.0015042522569682685,5.416795960220873e-07,240
A5090739892,A5090739892,Carlos Guestrin,Stanford Medicine,I4210137306,healthcare,healthcare,Other,Stanford Medicine,healthcare,Other,Stanford Medicine,Other,False,False,1,2024,0.0002334485012606219,5.0,0.0,1.0060286736854082e-06,2
A5090741524,A5090741524,Shufei Zhang,,,,unknown,Other,,unknown,Other,,,False,False,2,2024,0.0010738631057988608,24.0,4.857313040281317e-06,1.1819934986417502e-10,246
A5090741830,A5090741830,Giovanni Kozel,Brown University,I27804330,education,education,Other,Brown University,education,Other,Brown University,Other,False,False,1,2024,0.00037351760201699503,8.0,0.0,1.143644391775941e-67,471
A5090754832,A5090754832,Weng Lam Tam,,,,unknown,Other,,unknown,Other,,,False,False,1,2024,0.0,0.0,0.0,2.028022805555577e-135,2512
A5090759101,A5090759101,Chenxi Shi,Northeastern University,I12912129,education,education,Other,Northeastern University,education,Other,Northeastern University,Other,False,False,1,2024,0.00018675880100849752,4.0,0.0,8.589010670443372e-86,126
A5090763809,A5090763809,Xiangchun Li,Tianjin Medical University Cancer Institute and Hospital,I2802573037,healthcare,healthcare,Other,Tianjin Medical University Cancer Institute and Hospital,healthcare,Other,Tianjin Medical University Cancer Institute and Hospital,Other,False,False,2,2024,0.00018675880100849752,4.0,0.0,5.747635366481686e-92,487
A5090767423,A5090767423,Gitta Kutyniok,Ludwig-Maximilians-Universität München,I8204097,education,education,Other,Ludwig-Maximilians-Universität München,education,Other,Ludwig-Maximilians-Universität München,Other,False,False,1,2024,0.0008871043047903632,19.0,0.0,7.650668888823802e-42,163
A5090773076,A5090773076,Josh F. Peterson,Vanderbilt University Medical Center,I901861585,healthcare,healthcare,Other,Vanderbilt University Medical Center,healthcare,Other,Vanderbilt University Medical Center,Other,False,False,2,2024,0.0008871043047903632,19.0,0.0015198916631527853,1.2785119709044606e-10,132
A5090776224,A5090776224,Dezheng Bao,Zhejiang University,I76130692,education,education,Other,Zhejiang University,education,Other,Zhejiang University,Other,False,False,1,2024,0.0002334485012606219,5.0,0.0,3.595933168668725e-80,1752
A5090776755,A5090776755,Prashnna Ghimire,University of Nebraska–Lincoln,I114395901,education,education,Other,University of Nebraska–Lincoln,education,Other,University of Nebraska–Lincoln,Other,False,False,1,2024,9.337940050424876e-05,2.0,0.0,1.5229369349934825e-101,1256
A5090795969,A5090795969,Yousung Jung,Seoul National University,I139264467,education,education,Other,Seoul National University,education,Other,Seoul National University,Other,False,False,1,2024,9.337940050424876e-05,2.0,0.0,1.5229369349934825e-101,2377
A5090801680,A5090801680,Kai Dong,,,,unknown,Other,,unknown,Other,,,False,False,1,2024,0.0006536558035297413,14.0,0.0,2.27743177721194e-19,367
A5090811204,A5090811204,Christian Sonne,Aarhus University,I204337017,education,education,Other,Aarhus University,education,Other,Aarhus University,Other,False,False,1,2024,0.00018675880100849752,4.0,0.0,6.300030889249092e-83,481
A5090812354,A5090812354,Roberto Cuomo,University of Siena,I102064193,education,education,Other,University of Siena,education,Other,University of Siena,Other,False,False,1,2024,0.00028013820151274625,6.0,0.0,2.0372000372092235e-75,1596
A5090829168,A5090829168,Giuseppe Jurman,Fondazione Bruno Kessler,I2277624104,facility,research_institute,Other,Fondazione Bruno Kessler,research_institute,Other,Fondazione Bruno Kessler,Other,False,False,1,2024,0.00032682790176487064,7.0,0.0,2.6696966151144307e-71,423
A5090833195,A5090833195,Yuanyuan Li,East China Normal University,I66867065,education,education,Other,East China Normal University,education,Other,East China Normal University,Other,False,False,1,2024,0.0002334485012606219,5.0,0.0,2.4540945663716e-78,2027
A5090839043,A5090839043,Aviv Rosenberg,,,,unknown,Other,,unknown,Other,,,False,False,1,2024,0.0005602764030254925,12.0,0.0,4.569705453014692e-09,12
A5090842155,A5090842155,Arun Iyer,Microsoft Research (India),I4210124949,company,company,Microsoft,Microsoft Research (India),company,Microsoft,Microsoft Research (India),Microsoft,False,False,1,2024,0.00037351760201699503,8.0,0.0,3.9304381607829073e-59,1180
A5090855504,A5090855504,Hamid Reza Karimi,Utah State University,I121980950,education,education,Other,Utah State University,education,Other,Utah State University,Other,False,False,1,2024,4.668970025212438e-05,1.0,0.0,4.78853346172546e-114,2513
A5090875146,A5090875146,Jonas Oppenlaender,University of Oulu,I98381234,education,education,Other,University of Oulu,education,Other,University of Oulu,Other,False,False,1,2024,0.0,0.0,0.0,2.028022805555577e-135,2514
A5090876613,A5090876613,Parameswaran Kamalaruban,,,,unknown,Other,,unknown,Other,,,False,False,1,2024,0.0002334485012606219,5.0,0.0,7.755558970267426e-70,662
A5090878267,A5090878267,Jie Bai,Shaanxi Normal University,I88830068,education,education,Other,Shaanxi Normal University,education,Other,Shaanxi Normal University,Other,False,False,1,2024,0.00014006910075637312,3.0,0.0,1.1306604960876034e-92,15
A5090893421,A5090893421,Flora D. Salim,UNSW Sydney,I31746571,education,education,Other,UNSW Sydney,education,Other,UNSW Sydney,Other,False,False,1,2024,0.0002334485012606219,5.0,0.0,1.2710997097214815e-76,69
A5090897442,A5090897442,Jianhua Tang,South China University of Technology,I90610280,education,education,Other,South China University of Technology,education,Other,South China University of Technology,Other,False,False,1,2024,0.0002334485012606219,5.0,0.0,3.595933168668725e-80,2325
A5090897933,A5090897933,Tomokazu Yoshizaki,Kanazawa University,I10091056,education,education,Other,Kanazawa University,education,Other,Kanazawa University,Other,False,False,1,2024,0.0004668970025212438,10.0,0.0,7.408021892666182e-56,656
A5090912879,A5090912879,Herumb Shandilya,,,,unknown,Other,,unknown,Other,,,False,False,2,2024,0.0014940704080679801,64.0,0.0,0.00015670773619634728,8
A5090914230,A5090914230,X. Y. Gao,Microsoft Research (United Kingdom),I4210164937,company,company,Microsoft,Microsoft Research (United Kingdom),company,Microsoft,Microsoft Research (United Kingdom),Microsoft,False,False,1,2024,0.0007937249042861144,17.0,0.0,1.038274013054e-14,141
A5090931329,A5090931329,Hanqing Fan,Yale University,I32971472,education,education,Other,Yale University,education,Other,Yale University,Other,False,False,1,2024,9.337940050424876e-05,2.0,0.0,1.5229369349934825e-101,2318
A5090932389,A5090932389,Liheng Bian,Beijing Institute of Technology,I125839683,education,education,Other,Beijing Institute of Technology,education,Other,Beijing Institute of Technology,Other,False,False,1,2024,0.00028013820151274625,6.0,0.0,2.0372000372092235e-75,1755
A5090956629,A5090956629,Lynette M. Sholl,Dana-Farber Cancer Institute,I4210117453,facility,research_institute,Other,Dana-Farber Cancer Institute,research_institute,Other,Brigham and Women's Hospital;Dana-Farber Cancer Institute,Other,True,True,1,2024,0.0013073116070594826,28.0,0.0,2.1081595508743102e-09,143
A5090983431,A5090983431,Ilenia Tinnirello,University of Palermo,I900890020,education,education,Other,University of Palermo,education,Other,University of Palermo,Other,False,False,1,2024,4.668970025212438e-05,1.0,0.0,4.78853346172546e-114,1135
A5090997714,A5090997714,Alan Hayes,,,,unknown,Other,,unknown,Other,,,False,False,1,2024,0.0,0.0,0.0,2.028022805555577e-135,2515
A5091005458,A5091005458,Jesús G. Galaz-Montoya,Stanford University,I97018004,education,education,Other,Stanford University,education,Other,Stanford University,Other,False,False,1,2024,0.0002334485012606219,5.0,0.0,3.3820965029979513e-06,0
A5091017287,A5091017287,Deyu Meng,Xi'an Jiaotong University,I87445476,education,education,Other,Xi'an Jiaotong University,education,Other,Macau University of Science and Technology;University of Macau;Xi'an Jiaotong University,Other,True,False,5,2024,0.0007937249042861144,22.0,0.00013945959346491508,1.9295999940684807e-12,93
A5091028140,A5091028140,Yuanze Lin,University of Oxford,I40120149,education,education,Other,University of Oxford,education,Other,University of Oxford,Other,False,False,1,2024,0.00018675880100849752,4.0,0.0,8.589010670443372e-86,2406
A5091031822,A5091031822,Anna Varbella,ETH Zurich,I35440088,education,education,Other,ETH Zurich,education,Other,ETH Zurich,Other,False,False,1,2024,0.0012139322065552339,26.0,0.0,7.094116004726215e-23,37
A5091037948,A5091037948,Peter Kocsis,Technical University of Munich,I62916508,education,education,Other,Technical University of Munich,education,Other,Technical University of Munich,Other,False,False,1,2024,0.00018675880100849752,4.0,0.0,6.649544127421697e-15,101
A5091043346,A5091043346,Carolyn Cole,VTT Technical Research Centre of Finland,I87653560,nonprofit,nonprofit,Other,VTT Technical Research Centre of Finland,nonprofit,Other,VTT Technical Research Centre of Finland,Other,False,False,1,2024,4.668970025212438e-05,1.0,0.0,4.78853346172546e-114,743
A5091048694,A5091048694,Benjamin Burchfiel,Toyota Research Institute,I4391768151,facility,research_institute,Other,Toyota Research Institute,research_institute,Other,Toyota Research Institute,Other,False,False,1,2024,0.00032682790176487064,7.0,0.0,1.7753554734698303e-13,90
A5091051156,A5091051156,Paul J. Bryar,Northwestern University,I111979921,education,education,Other,Northwestern University,education,Other,Northwestern University,Other,False,False,1,2024,0.0004202073022691194,9.0,0.0,2.028022805555576e-64,668
A5091078534,A5091078534,Garyk Brixi,Stanford University,I97018004,education,education,Other,Stanford University,education,Other,Arc Research Institute;Palo Alto Institute;Stanford University,Other,True,True,1,2024,0.0008871043047903632,19.0,0.0,3.058711264262541e-11,213
A5091083031,A5091083031,Yue Chen,East China University of Science and Technology,I143593769,education,education,Other,East China University of Science and Technology,education,Other,East China University of Science and Technology,Other,False,False,1,2024,4.668970025212438e-05,1.0,0.0,4.78853346172546e-114,2516
A5091090025,A5091090025,Yong Cui,Tsinghua University,I99065089,education,education,Other,Tsinghua University,education,Other,Tsinghua University,Other,False,False,1,2024,0.00018675880100849752,4.0,0.0,8.589010670443372e-86,1386
A5091095215,A5091095215,Chen Cheng,Zurich University of Teacher Education,I4210111868,education,education,Other,Zurich University of Teacher Education,education,Other,Zurich University of Teacher Education,Other,False,False,1,2024,0.00032682790176487064,7.0,0.0,2.6696966151144307e-71,1092
A5091098684,A5091098684,Olivia Thompson,,,,unknown,Other,,unknown,Other,,,False,False,1,2024,4.668970025212438e-05,1.0,0.0,4.78853346172546e-114,2517
A5091112967,A5091112967,Ethan Perez,,,,unknown,Other,,unknown,Other,,,False,False,3,2024,0.0024745541133625922,64.0,0.0008529628525707704,3.009727514264518e-06,347
A5091113007,A5091113007,Jiaxin Xu,Central South University,I139660479,education,education,Other,Central South University,education,Other,Central South University;Central South University of Forestry and Technology,Other,True,False,1,2024,0.00037351760201699503,8.0,0.0,3.3871904783342654e-65,150
A5091119196,A5091119196,Lanzhuju Mei,ShanghaiTech University,I30809798,education,education,Other,ShanghaiTech University,education,Other,ShanghaiTech University,Other,False,False,1,2024,0.00037351760201699503,8.0,0.0,3.411161204737821e-11,72
A5091126110,A5091126110,Olusola Ajilore,University of Illinois Chicago,I39422238,education,education,Other,University of Illinois Chicago,education,Other,Chicago Department of Public Health;University of Illinois Chicago,Other,True,True,2,2024,0.0004202073022691194,9.0,4.669406031191353e-07,2.2393424311459512e-74,355
A5091135797,A5091135797,Furong Huang,,,,unknown,Other,,unknown,Other,,,False,False,4,2024,0.0006069661032776169,18.0,2.6148673774671575e-05,9.776544935495152e-08,22
A5091136830,A5091136830,Yuanhao Qu,Cancer Genetics (United States),I4210145812,company,company,Other,Cancer Genetics (United States),company,Other,Cancer Genetics (United States);Stanford University,Other,True,True,2,2024,0.0004202073022691194,14.0,0.0,1.9041120931722298e-07,22
A5091148039,A5091148039,Yannis Dimitriadis,Universidad de Valladolid,I108103353,education,education,Other,Universidad de Valladolid,education,Other,Universidad de Valladolid,Other,False,False,1,2024,0.00037351760201699503,8.0,0.0,2.7758935344114563e-18,219
A5091155790,A5091155790,Tong Zhang,,,,unknown,Other,,unknown,Other,,,False,False,1,2024,0.00014006910075637312,3.0,0.0,3.4684927835093446e-11,115
A5091161722,A5091161722,Venkatesh L. Murthy,University of Michigan,I27837315,education,education,Other,University of Michigan,education,Other,Michigan Medicine;University of Michigan,Other,True,True,1,2024,0.0017742086095807264,38.0,0.0,3.065345329364012e-09,91
A5091165662,A5091165662,Haoyu Li,,,,unknown,Other,,unknown,Other,,,False,False,1,2024,0.0009337940050424876,20.0,0.0,1.9180369267938278e-13,58
A5091179204,A5091179204,Xide Xia,Menlo School,I4210099336,education,education,Other,Menlo School,education,Other,Alpha Omega Alpha Medical Honor Society;Menlo School,Other,True,True,1,2024,0.00032682790176487064,7.0,0.0,7.989442091097732e-11,379
A5091179481,A5091179481,Stefano Ermon,Stanford University,I97018004,education,education,Other,Stanford University,education,Other,Chan Zuckerberg Biohub San Francisco;Stanford University,Other,True,True,6,2024,0.0018675880100849753,43.0,0.0064171460346433475,1.4150875984559032e-09,213
A5091184493,A5091184493,Shengyue Luo,,,,unknown,Other,,unknown,Other,,,False,False,1,2024,0.0004668970025212438,10.0,0.0,1.868673243635349e-09,132
A5091204897,A5091204897,Luoma Ke,Tsinghua University,I99065089,education,education,Other,Tsinghua University,education,Other,Tsinghua University,Other,False,False,1,2024,9.337940050424876e-05,2.0,0.0,1.5229369349934825e-101,2518
A5091211387,A5091211387,Rossy Vlăduț Teică,University of Medicine and Pharmacy of Craiova,I28109999,education,education,Other,University of Medicine and Pharmacy of Craiova,education,Other,University of Medicine and Pharmacy of Craiova,Other,False,False,1,2024,0.0002334485012606219,5.0,0.0,3.595933168668725e-80,616
A5091224898,A5091224898,Alexander W. Charney,Icahn School of Medicine at Mount Sinai,I98704320,education,education,Other,Icahn School of Medicine at Mount Sinai,education,Other,Child Health and Development Institute;Icahn School of Medicine at Mount Sinai,Other,True,True,4,2024,0.0009337940050424876,29.0,0.0,5.926755258528669e-06,17
A5091225228,A5091225228,Gabriel Skantze,KTH Royal Institute of Technology,I86987016,education,education,Other,KTH Royal Institute of Technology,education,Other,KTH Royal Institute of Technology,Other,False,False,1,2024,9.337940050424876e-05,2.0,0.0,1.5229369349934825e-101,2519
A5091233369,A5091233369,Rudolf Pillich,University of California San Diego,I36258959,education,education,Other,University of California San Diego,education,Other,University of California San Diego,Other,False,False,1,2024,0.00037351760201699503,8.0,0.0,2.964904279637472e-52,754
A5091239620,A5091239620,Roy Ganz,Technion – Israel Institute of Technology,I174306211,education,education,Other,Technion – Israel Institute of Technology,education,Other,Technion – Israel Institute of Technology,Other,False,False,2,2024,0.0002334485012606219,5.0,0.0,1.915819806915808e-85,1070
A5091243468,A5091243468,Ezequiel López‐Rubio,Software (Spain),I97750245,company,company,Other,Software (Spain),company,Other,Software (Spain);Universidad de Málaga,Other,True,True,1,2024,0.00014006910075637312,3.0,0.0,1.1306604960876034e-92,1977
A5091252350,A5091252350,Xiang Bai,Huazhong University of Science and Technology,I47720641,education,education,Other,Huazhong University of Science and Technology,education,Other,Huazhong University of Science and Technology,Other,False,False,1,2024,0.0002334485012606219,5.0,0.0,1.6396897883895283e-16,134
A5091260693,A5091260693,Dani Lischinski,Hebrew University of Jerusalem,I197251160,education,education,Other,Hebrew University of Jerusalem,education,Other,Hebrew University of Jerusalem,Other,False,False,1,2024,0.00032682790176487064,7.0,0.0,5.6517795457601824e-15,101
A5091266202,A5091266202,Dusit Niyato,Nanyang Technological University,I172675005,education,education,Other,Nanyang Technological University,education,Other,Guangdong University of Technology;Nanyang Technological University;University of Glasgow,Other,True,False,25,2024,0.0037818657204220746,175.0,0.006536056908381152,1.173768923472048e-08,108
A5091266766,A5091266766,Alejandro Hernández-Cano,École Polytechnique Fédérale de Lausanne,I5124864,education,education,Other,École Polytechnique Fédérale de Lausanne,education,Other,École Polytechnique Fédérale de Lausanne,Other,False,False,1,2024,0.0018208983098328508,39.0,0.0,1.1534926463344007e-21,774
A5091272738,A5091272738,Jure Leskovec,Stanford University,I97018004,education,education,Other,Stanford University,education,Other,Stanford University,Other,False,False,1,2024,0.0004202073022691194,9.0,0.0,3.8916446533998625e-05,17
A5091273474,A5091273474,Catherine Aftandilian,Stanford University,I97018004,education,education,Other,Stanford University,education,Other,Stanford University,Other,False,False,1,2024,0.00037351760201699503,8.0,0.0,0.0004381248437994517,31
A5091278358,A5091278358,Binju Wang,Xiamen University,I191208505,education,education,Other,Xiamen University,education,Other,Xiamen University,Other,False,False,1,2024,0.00018675880100849752,4.0,0.0,1.4675937833108207e-59,153
A5091286087,A5091286087,Zane Durante,,,,unknown,Other,,unknown,Other,,,False,False,1,2024,0.0008871043047903632,19.0,0.0,3.368627289661242e-05,0
A5091288441,A5091288441,Rohan Bindu,,,,unknown,Other,,unknown,Other,,,False,False,1,2024,0.0002334485012606219,5.0,0.0,1.0058336770734264e-06,2
A5091305250,A5091305250,Wazir Zada Khan,King Saud University,I28022161,education,education,Other,King Saud University,education,Other,King Saud University;University of Wah,Other,True,False,1,2024,0.00014006910075637312,3.0,0.0,1.9047945641010351e-81,734
A5091320417,A5091320417,Farooq Ahmed Jam,University of Malaya,I33849332,education,education,Other,University of Malaya,education,Other,University of Malaya,Other,False,False,1,2024,9.337940050424876e-05,2.0,0.0,1.5229369349934825e-101,1858
A5091324572,A5091324572,James Bisbee,Vanderbilt University,I200719446,education,education,Other,Vanderbilt University,education,Other,Vanderbilt University,Other,False,False,1,2024,0.00018675880100849752,4.0,0.0,8.589010670443372e-86,2248
A5091360284,A5091360284,Longwei Zheng,City University of Macau,I6469544,education,education,Other,City University of Macau,education,Other,City University of Macau,Other,False,False,1,2024,0.00018675880100849752,4.0,0.0,1.4153589230245776e-78,2027
A5091361471,A5091361471,Michael Heseltine,University of Amsterdam,I887064364,education,education,Other,University of Amsterdam,education,Other,University of Amsterdam,Other,False,False,1,2024,4.668970025212438e-05,1.0,0.0,4.78853346172546e-114,1517
A5091362073,A5091362073,Shengzhong Liu,Shanghai Jiao Tong University,I183067930,education,education,Other,Shanghai Jiao Tong University,education,Other,Shanghai Jiao Tong University,Other,False,False,2,2024,0.0007470352040339901,23.0,0.0,3.3218759423347974e-43,139
A5091365447,A5091365447,Xiaoyong Pan,Shanghai Jiao Tong University,I183067930,education,education,Other,Shanghai Jiao Tong University,education,Other,Shanghai Jiao Tong University,Other,False,False,2,2024,0.00032682790176487064,7.0,0.0,2.709783008290835e-75,2178
A5091366774,A5091366774,Ron Kimmel,Technion – Israel Institute of Technology,I174306211,education,education,Other,Technion – Israel Institute of Technology,education,Other,Technion – Israel Institute of Technology,Other,False,False,1,2024,0.00018675880100849752,4.0,0.0,1.822205386886313e-85,1070
A5091368226,A5091368226,Shigeki Aoki,Juntendo University,I34077901,education,education,Other,Juntendo University,education,Other,Juntendo University,Other,False,False,1,2024,0.0005135867027733682,11.0,0.0,6.0058950485761395e-12,57
A5091368496,A5091368496,Stefano Patarnello,,,,unknown,Other,,unknown,Other,,,False,False,1,2024,0.00028013820151274625,6.0,0.0,2.0372000372092235e-75,1822
