work_id,publication_year,author_id,author_name,institution_id,institution_name,institution_type,simplified_institution_category,target_firm_label,affiliation_source
W4284680006,2022,A5036471159,Imoh Christopher Attah,I127206278,Akwa Ibom State University,education,education,Other,structured_openalex
W4284680006,2022,A5003610084,Roland Kufre Etim,I127206278,Akwa Ibom State University,education,education,Other,structured_openalex
W4284680006,2022,A5071923422,Bamidele Charles Olaiya,I2752562790,Kampala International University,education,education,Other,structured_openalex
W4284680006,2022,A5012197707,Iberedem M. Udousoro,I98220444,Michael Okpara University of Agriculture,education,education,Other,structured_openalex
W4220949846,2022,A5070442597,Zhengfa Chen,I4210153482,Changzhou University,education,education,Other,structured_openalex
W4220949846,2022,A5055370482,Minghui Bian,I4210153482,Changzhou University,education,education,Other,structured_openalex
W4295685490,2022,A5042615663,Wojciech Jankowski,I24881138,Cracow University of Technology,education,education,Other,structured_openalex
W4295685490,2022,A5111402250,Juliusz Sołkowski,I24881138,Cracow University of Technology,education,education,Other,structured_openalex
W4293723378,2022,A5000457976,Qunfen Qi,I1299528221,Engineering and Physical Sciences Research Council,government,government,Other,structured_openalex
W4293723378,2022,A5000457976,Qunfen Qi,I133837150,University of Huddersfield,education,education,Other,structured_openalex
W4293723378,2022,A5015430493,Walter Terkaj,I4210155236,National Research Council,nonprofit,nonprofit,Other,structured_openalex
W4293723378,2022,A5045196837,Marcello Urgo,I93860229,Politecnico di Milano,education,education,Other,structured_openalex
W4293723378,2022,A5052852912,Xiangqian Jiang,I1299528221,Engineering and Physical Sciences Research Council,government,government,Other,structured_openalex
W4293723378,2022,A5052852912,Xiangqian Jiang,I133837150,University of Huddersfield,education,education,Other,structured_openalex
W4293723378,2022,A5019207615,Paul J. Scott,I1299528221,Engineering and Physical Sciences Research Council,government,government,Other,structured_openalex
W4293723378,2022,A5019207615,Paul J. Scott,I133837150,University of Huddersfield,education,education,Other,structured_openalex
W4310058955,2022,A5032383047,Maarten L. Hekkelman,I2898336195,The Netherlands Cancer Institute,healthcare,healthcare,Other,structured_openalex
W4310058955,2022,A5032383047,Maarten L. Hekkelman,I4210111138,Oncode Institute,education,education,Other,structured_openalex
W4310058955,2022,A5043039206,Ida de Vries,I2898336195,The Netherlands Cancer Institute,healthcare,healthcare,Other,structured_openalex
W4310058955,2022,A5043039206,Ida de Vries,I4210111138,Oncode Institute,education,education,Other,structured_openalex
W4310058955,2022,A5040824480,Robbie P. Joosten,I2898336195,The Netherlands Cancer Institute,healthcare,healthcare,Other,structured_openalex
W4310058955,2022,A5040824480,Robbie P. Joosten,I4210111138,Oncode Institute,education,education,Other,structured_openalex
W4310058955,2022,A5014431830,Anastassis Perrakis,I2898336195,The Netherlands Cancer Institute,healthcare,healthcare,Other,structured_openalex
W4310058955,2022,A5014431830,Anastassis Perrakis,I4210111138,Oncode Institute,education,education,Other,structured_openalex
W4306315130,2022,A5063193728,Chunli Yan,I4210092032,China Institute of Water Resources and Hydropower Research,facility,research_institute,Other,structured_openalex
W4306315130,2022,A5103262550,Jin Tu,I4210092032,China Institute of Water Resources and Hydropower Research,facility,research_institute,Other,structured_openalex
W4306315130,2022,A5001747032,Hui Liang,I4210092032,China Institute of Water Resources and Hydropower Research,facility,research_institute,Other,structured_openalex
W4306315130,2022,A5101570413,Shengshan Guo,I4210092032,China Institute of Water Resources and Hydropower Research,facility,research_institute,Other,structured_openalex
W4306315130,2022,A5103872413,Deyu Li,I4210092032,China Institute of Water Resources and Hydropower Research,facility,research_institute,Other,structured_openalex
W4229079878,2022,A5102781501,Ruiqing Lang,I168673124,Tianjin Chengjian University,education,education,Other,structured_openalex
W4229079878,2022,A5018604849,Changhu Ma,I168673124,Tianjin Chengjian University,education,education,Other,structured_openalex
W4229079878,2022,A5100318684,Liqiang Sun,I205237279,Nankai University,education,education,Other,structured_openalex
W4229079878,2022,A5012492529,Shu Lin,I20942203,Hainan University,education,education,Other,structured_openalex
W4229079878,2022,A5000496102,Shuwang Yan,I205237279,Nankai University,education,education,Other,structured_openalex
W4229079878,2022,A5103700688,Zhiliang Huo,I4210094343,Tianjin Municipal Engineering Design and Research Institute,facility,research_institute,Other,structured_openalex
W4229079878,2022,A5100643712,Weichao Yang,I168673124,Tianjin Chengjian University,education,education,Other,structured_openalex
W3184920340,2022,A5076684918,Nils Schöneberg,I887968799,RWTH Aachen University,education,education,Other,structured_openalex
W3184920340,2022,A5077071266,Guillermo Franco Abellán,I1294671590,Centre National de la Recherche Scientifique,government,government,Other,structured_openalex
W3184920340,2022,A5077071266,Guillermo Franco Abellán,I19894307,Université de Montpellier,education,education,Other,structured_openalex
W3184920340,2022,A5077071266,Guillermo Franco Abellán,I4210095986,Laboratoire Univers et Particules de Montpellier,facility,research_institute,Other,structured_openalex
W3184920340,2022,A5023782666,Andrea Pérez Sánchez,I887968799,RWTH Aachen University,education,education,Other,structured_openalex
W3184920340,2022,A5025840695,Samuel J. Witte,I4210114434,Delta Institute for Theoretical Physics,facility,research_institute,Other,structured_openalex
W3184920340,2022,A5025840695,Samuel J. Witte,I887064364,University of Amsterdam,education,education,Other,structured_openalex
W3184920340,2022,A5084342855,Vivian Poulin,I1294671590,Centre National de la Recherche Scientifique,government,government,Other,structured_openalex
W3184920340,2022,A5084342855,Vivian Poulin,I19894307,Université de Montpellier,education,education,Other,structured_openalex
W3184920340,2022,A5084342855,Vivian Poulin,I4210095986,Laboratoire Univers et Particules de Montpellier,facility,research_institute,Other,structured_openalex
W3184920340,2022,A5042325918,Julien Lesgourgues,I887968799,RWTH Aachen University,education,education,Other,structured_openalex
W4229032866,2022,A5070136002,Mehrad Mousavi-Rahimi,I67009956,Iran University of Science and Technology,education,education,Other,structured_openalex
W4229032866,2022,A5000369202,Jabbar Ali Zakeri,I67009956,Iran University of Science and Technology,education,education,Other,structured_openalex
W4229032866,2022,A5070799392,Morteza Esmaeili,I67009956,Iran University of Science and Technology,education,education,Other,structured_openalex
W4281790889,2022,A5016012053,Milot Mirdita,I4210095684,Max Planck Institute for the Study of Religious and Ethnic Diversity,education,education,Other,structured_openalex
W4281790889,2022,A5016012053,Milot Mirdita,I4387154714,Max Planck Institute for Multidisciplinary Sciences,education,education,Other,structured_openalex
W4281790889,2022,A5062361890,Konstantin Schütze,I139264467,Seoul National University,education,education,Other,structured_openalex
W4281790889,2022,A5077947736,Yoshitaka Moriwaki,I74801974,The University of Tokyo,education,education,Other,structured_openalex
W4281790889,2022,A5087087224,Lim Heo,I87216513,Michigan State University,education,education,Other,structured_openalex
W4281790889,2022,A5084204507,Sergey Ovchinnikov,I2801851002,Harvard University Press,other,unknown,Other,structured_openalex
W4281790889,2022,A5084204507,Sergey Ovchinnikov,I4210155419,Center for Systems Biology,facility,research_institute,Other,structured_openalex
W4281790889,2022,A5019985343,Martin Steinegger,I139264467,Seoul National University,education,education,Other,structured_openalex
W4281790889,2022,A5019985343,Martin Steinegger,I4210123907,National University College,education,education,Other,structured_openalex
W4281790889,2022,A5019985343,Martin Steinegger,I4210133976,Institute of Molecular Biology,facility,research_institute,Other,structured_openalex
W4280540779,2022,A5100714430,Guoliang Liu,I21741975,Changshu Institute of Technology,education,education,Other,structured_openalex
W4280540779,2022,A5110498723,Shengbin Wu,I170172562,Guizhou University of Finance and Economics,education,education,Other,structured_openalex
W4280540779,2022,A5030375021,Davood Shahsavari,I4210090965,"Islamic Azad University, Marvdasht",education,education,Other,structured_openalex
W4280540779,2022,A5041225010,Behrouz Karami,I4210090965,"Islamic Azad University, Marvdasht",education,education,Other,structured_openalex
W4280540779,2022,A5010175348,Abdelouahed Tounsi,I193775966,Yonsei University,education,education,Other,structured_openalex
W4307555343,2022,A5022189859,Diego F. Gil,I36243813,Universidad Nacional de Colombia,education,education,Other,structured_openalex
W4307555343,2022,A5041456970,Cristhian Mendoza,I36243813,Universidad Nacional de Colombia,education,education,Other,structured_openalex
W4307555343,2022,A5038018108,Luis Ricardo Vásquez-Varela,I36243813,Universidad Nacional de Colombia,education,education,Other,structured_openalex
W4307555343,2022,A5089443164,Santiago Cano,I152456871,University of Caldas,education,education,Other,structured_openalex
W4285238075,2022,A5067197927,Lorenzo Caliendo,I32971472,Yale University,education,education,Other,structured_openalex
W4285238075,2022,A5008272936,Robert C. Feenstra,I84218800,"University of California, Davis",education,education,Other,structured_openalex
W4285238075,2022,A5008272936,Robert C. Feenstra,I1321305853,National Bureau of Economic Research,nonprofit,nonprofit,Other,structured_openalex
W4286255690,2022,A5101657449,Fuxin Zhang,I150229711,University of Electronic Science and Technology of China,education,education,Other,structured_openalex
W4286255690,2022,A5038985671,Chunbo Luo,I150229711,University of Electronic Science and Technology of China,education,education,Other,structured_openalex
W4286255690,2022,A5038985671,Chunbo Luo,I23923803,University of Exeter,education,education,Other,structured_openalex
W4286255690,2022,A5066662339,Jialang Xu,I150229711,University of Electronic Science and Technology of China,education,education,Other,structured_openalex
W4286255690,2022,A5090414684,Yang Luo,I150229711,University of Electronic Science and Technology of China,education,education,Other,structured_openalex
W4286255690,2022,A5016793245,Fu‐Chun Zheng,I204983213,Harbin Institute of Technology,education,education,Other,structured_openalex
W4288046907,2022,A5034392427,Katie McDermott,I102461120,Marquette University,education,education,Other,structured_openalex
W4288046907,2022,A5034392427,Katie McDermott,I204308271,Medical College of Wisconsin,education,education,Other,structured_openalex
W4288046907,2022,A5066269992,Kristina Thomas Dreifuerst,I102461120,Marquette University,education,education,Other,structured_openalex
W4307895189,2022,A5021252147,Jean‐Christophe Golaz,I1282311441,Lawrence Livermore National Laboratory,facility,research_institute,Other,structured_openalex
W4307895189,2022,A5055417512,Luke Van Roekel,I1343871089,Los Alamos National Laboratory,facility,research_institute,Other,structured_openalex
W4307895189,2022,A5025618645,Xue Zheng,I1282311441,Lawrence Livermore National Laboratory,facility,research_institute,Other,structured_openalex
W4307895189,2022,A5050119584,Andrew Roberts,I1343871089,Los Alamos National Laboratory,facility,research_institute,Other,structured_openalex
W4307895189,2022,A5051641954,Jonathan D. Wolfe,I1343871089,Los Alamos National Laboratory,facility,research_institute,Other,structured_openalex
W4307895189,2022,A5067533658,Wuyin Lin,I200870766,Brookhaven National Laboratory,facility,research_institute,Other,structured_openalex
W4307895189,2022,A5028880843,Andrew Bradley,I4210104735,Sandia National Laboratories,facility,research_institute,Other,structured_openalex
W4307895189,2022,A5054017640,Qi Tang,I1282311441,Lawrence Livermore National Laboratory,facility,research_institute,Other,structured_openalex
W4307895189,2022,A5009153490,Mathew Maltrud,I1343871089,Los Alamos National Laboratory,facility,research_institute,Other,structured_openalex
W4307895189,2022,A5066340189,Ryan M. Forsyth,I1282311441,Lawrence Livermore National Laboratory,facility,research_institute,Other,structured_openalex
W4307895189,2022,A5011339463,Chengzhu Zhang,I1282311441,Lawrence Livermore National Laboratory,facility,research_institute,Other,structured_openalex
W4307895189,2022,A5066188802,Tian Zhou,I142606810,Pacific Northwest National Laboratory,facility,research_institute,Other,structured_openalex
W4307895189,2022,A5100671104,Kai Zhang,I142606810,Pacific Northwest National Laboratory,facility,research_institute,Other,structured_openalex
W4307895189,2022,A5024910706,Charles S. Zender,I204250578,"University of California, Irvine",education,education,Other,structured_openalex
W4307895189,2022,A5024910706,Charles S. Zender,I4210140791,Irvine University,education,education,Other,structured_openalex
W4307895189,2022,A5029053524,Mingxuan Wu,I142606810,Pacific Northwest National Laboratory,facility,research_institute,Other,structured_openalex
W4307895189,2022,A5065736522,Hailong Wang,I142606810,Pacific Northwest National Laboratory,facility,research_institute,Other,structured_openalex
W4307895189,2022,A5080983012,Adrian K. Turner,I1343871089,Los Alamos National Laboratory,facility,research_institute,Other,structured_openalex
W4307895189,2022,A5055570611,Balwinder Singh,I142606810,Pacific Northwest National Laboratory,facility,research_institute,Other,structured_openalex
W4307895189,2022,A5032252703,Jadwiga H. Richter,I107766831,NSF National Center for Atmospheric Research,facility,research_institute,Other,structured_openalex
W4307895189,2022,A5032252703,Jadwiga H. Richter,I4210133469,NSF NCAR Climate and Global Dynamics Laboratory,government,government,Other,structured_openalex
W4307895189,2022,A5073537439,Yi Qin,I1282311441,Lawrence Livermore National Laboratory,facility,research_institute,Other,structured_openalex
W4307895189,2022,A5088109190,Mark Petersen,I1343871089,Los Alamos National Laboratory,facility,research_institute,Other,structured_openalex
W4307895189,2022,A5074668365,Azamat Mametjanov,I1282105669,Argonne National Laboratory,facility,research_institute,Other,structured_openalex
W4307895189,2022,A5075609761,Po‐Lun Ma,I142606810,Pacific Northwest National Laboratory,facility,research_institute,Other,structured_openalex
W4307895189,2022,A5058663447,Vincent E. Larson,I142606810,Pacific Northwest National Laboratory,facility,research_institute,Other,structured_openalex
W4307895189,2022,A5058663447,Vincent E. Larson,I43579087,University of Wisconsin–Milwaukee,education,education,Other,structured_openalex
W4307895189,2022,A5059878484,Jayesh Krishna,I1282105669,Argonne National Laboratory,facility,research_institute,Other,structured_openalex
W4307895189,2022,A5029416237,Noel D. Keen,I148283060,Lawrence Berkeley National Laboratory,facility,research_institute,Other,structured_openalex
W4307895189,2022,A5007353099,Nicole Jeffery,I1343871089,Los Alamos National Laboratory,facility,research_institute,Other,structured_openalex
W4307895189,2022,A5018266574,Elizabeth Hunke,I1343871089,Los Alamos National Laboratory,facility,research_institute,Other,structured_openalex
W4307895189,2022,A5061074444,Walter M. Hannah,I1282311441,Lawrence Livermore National Laboratory,facility,research_institute,Other,structured_openalex
W4307895189,2022,A5052733055,Oksana Guba,I4210104735,Sandia National Laboratories,facility,research_institute,Other,structured_openalex
W4307895189,2022,A5078285808,Brian M. Griffin,I43579087,University of Wisconsin–Milwaukee,education,education,Other,structured_openalex
W4307895189,2022,A5014345704,Yan Feng,I1282105669,Argonne National Laboratory,facility,research_institute,Other,structured_openalex
W4307895189,2022,A5016328614,Darren Engwirda,I1343871089,Los Alamos National Laboratory,facility,research_institute,Other,structured_openalex
W4307895189,2022,A5032179615,Alan Di Vittorio,I148283060,Lawrence Berkeley National Laboratory,facility,research_institute,Other,structured_openalex
W4307895189,2022,A5073332397,Cheng Dang,I137473845,Joint Institute for Laboratory Astrophysics,facility,research_institute,Other,structured_openalex
W4307895189,2022,A5073332397,Cheng Dang,I204250578,"University of California, Irvine",education,education,Other,structured_openalex
W4307895189,2022,A5073332397,Cheng Dang,I4210140791,Irvine University,education,education,Other,structured_openalex
W4307895189,2022,A5012812828,LeAnn M. Conlon,I1343871089,Los Alamos National Laboratory,facility,research_institute,Other,structured_openalex
W4307895189,2022,A5020938347,Chih‐Chieh Chen,I107766831,NSF National Center for Atmospheric Research,facility,research_institute,Other,structured_openalex
W4307895189,2022,A5020938347,Chih‐Chieh Chen,I4210133469,NSF NCAR Climate and Global Dynamics Laboratory,government,government,Other,structured_openalex
W4307895189,2022,A5075725980,Michael A. Brunke,I138006243,University of Arizona,education,education,Other,structured_openalex
W4307895189,2022,A5076247526,Gautam Bisht,I142606810,Pacific Northwest National Laboratory,facility,research_institute,Other,structured_openalex
W4307895189,2022,A5090479020,James J. Benedict,I1343871089,Los Alamos National Laboratory,facility,research_institute,Other,structured_openalex
W4307895189,2022,A5090540515,Xylar Asay‐Davis,I1343871089,Los Alamos National Laboratory,facility,research_institute,Other,structured_openalex
W4307895189,2022,A5100661124,Yuying Zhang,I1282311441,Lawrence Livermore National Laboratory,facility,research_institute,Other,structured_openalex
W4307895189,2022,A5100437687,Meng Zhang,I1282311441,Lawrence Livermore National Laboratory,facility,research_institute,Other,structured_openalex
W4307895189,2022,A5010241378,Xubin Zeng,I138006243,University of Arizona,education,education,Other,structured_openalex
W4307895189,2022,A5038252713,Shaocheng Xie,I1282311441,Lawrence Livermore National Laboratory,facility,research_institute,Other,structured_openalex
W4307895189,2022,A5020713416,Phillip Wolfram,I1343871089,Los Alamos National Laboratory,facility,research_institute,Other,structured_openalex
W4307895189,2022,A5070691804,Tom Vo,I1282311441,Lawrence Livermore National Laboratory,facility,research_institute,Other,structured_openalex
W4307895189,2022,A5076776820,Milena Veneziani,I1343871089,Los Alamos National Laboratory,facility,research_institute,Other,structured_openalex
W4307895189,2022,A5013793311,T. K. Tesfa,I142606810,Pacific Northwest National Laboratory,facility,research_institute,Other,structured_openalex
W4307895189,2022,A5022174010,Sarat Sreepathi,I1289243028,Oak Ridge National Laboratory,facility,research_institute,Other,structured_openalex
W4307895189,2022,A5063635634,Andrew G. Salinger,I4210104735,Sandia National Laboratories,facility,research_institute,Other,structured_openalex
W4307895189,2022,A5017176295,J. E. Jack Reeves Eyre,I138006243,University of Arizona,education,education,Other,structured_openalex
W4307895189,2022,A5017176295,J. E. Jack Reeves Eyre,I4210093799,NOAA National Centers for Environmental Prediction,government,government,Other,structured_openalex
W4307895189,2022,A5017176295,J. E. Jack Reeves Eyre,I4387930221,NOAA Climate Prediction Center,government,government,Other,structured_openalex
W4307895189,2022,A5087251657,Michael J. Prather,I204250578,"University of California, Irvine",education,education,Other,structured_openalex
W4307895189,2022,A5087251657,Michael J. Prather,I4210140791,Irvine University,education,education,Other,structured_openalex
W4307895189,2022,A5023485909,Salil Mahajan,I1289243028,Oak Ridge National Laboratory,facility,research_institute,Other,structured_openalex
W4307895189,2022,A5100404120,Qing Li,I1343871089,Los Alamos National Laboratory,facility,research_institute,Other,structured_openalex
W4307895189,2022,A5100404120,Qing Li,I139024713,Guangdong University of Technology,education,education,Other,structured_openalex
W4307895189,2022,A5100404120,Qing Li,I889458895,University of Hong Kong,education,education,Other,structured_openalex
W4307895189,2022,A5100404120,Qing Li,I90610280,South China University of Technology,education,education,Other,structured_openalex
W4307895189,2022,A5039337781,Philip W. Jones,I1343871089,Los Alamos National Laboratory,facility,research_institute,Other,structured_openalex
W4307895189,2022,A5103027685,Robert Jacob,I1282105669,Argonne National Laboratory,facility,research_institute,Other,structured_openalex
W4307895189,2022,A5079278947,Gunther W Huebler,I43579087,University of Wisconsin–Milwaukee,education,education,Other,structured_openalex
W4307895189,2022,A5037040537,Xianglei Huang,I27837315,University of Michigan,education,education,Other,structured_openalex
W4307895189,2022,A5073888408,Benjamin Hillman,I4210104735,Sandia National Laboratories,facility,research_institute,Other,structured_openalex
W4307895189,2022,A5074698633,Bryce E. Harrop,I142606810,Pacific Northwest National Laboratory,facility,research_institute,Other,structured_openalex
W4307895189,2022,A5038429647,James Foucar,I4210104735,Sandia National Laboratories,facility,research_institute,Other,structured_openalex
W4307895189,2022,A5029804061,Yilin Fang,I142606810,Pacific Northwest National Laboratory,facility,research_institute,Other,structured_openalex
W4307895189,2022,A5062652439,Darin Comeau,I1343871089,Los Alamos National Laboratory,facility,research_institute,Other,structured_openalex
W4307895189,2022,A5058081182,Peter Caldwell,I1282311441,Lawrence Livermore National Laboratory,facility,research_institute,Other,structured_openalex
W4307895189,2022,A5080913304,Tony Bartoletti,I1282311441,Lawrence Livermore National Laboratory,facility,research_institute,Other,structured_openalex
W4307895189,2022,A5048201970,Karthik Balaguru,I142606810,Pacific Northwest National Laboratory,facility,research_institute,Other,structured_openalex
W4307895189,2022,A5022737320,Mark A. Taylor,I4210104735,Sandia National Laboratories,facility,research_institute,Other,structured_openalex
W4307895189,2022,A5043519862,Renata McCoy,I1282311441,Lawrence Livermore National Laboratory,facility,research_institute,Other,structured_openalex
W4307895189,2022,A5087402778,L. Ruby Leung,I142606810,Pacific Northwest National Laboratory,facility,research_institute,Other,structured_openalex
W4307895189,2022,A5076004226,David C. Bader,I1282311441,Lawrence Livermore National Laboratory,facility,research_institute,Other,structured_openalex
W4303645529,2022,A5073197388,Jorge L. Suzuki,I4210113436,SC Solutions (United States),company,company,Other,structured_openalex
W4303645529,2022,A5073197388,Jorge L. Suzuki,I87216513,Michigan State University,education,education,Other,structured_openalex
W4303645529,2022,A5012880865,Mamikon Gulian,I192454743,Sandia National Laboratories California,facility,research_institute,Other,structured_openalex
W4303645529,2022,A5051268633,Mohsen Zayernouri,I87216513,Michigan State University,education,education,Other,structured_openalex
W4303645529,2022,A5028709260,Marta D’Elia,I192454743,Sandia National Laboratories California,facility,research_institute,Other,structured_openalex
W4312810944,2022,A5066666034,Zhe Gan,I1290206253,Microsoft (United States),company,company,Microsoft,structured_openalex
W4312810944,2022,A5066666034,Zhe Gan,I4210105678,Microsoft (Finland),company,company,Microsoft,structured_openalex
W4312810944,2022,A5100657555,Linjie Li,I1290206253,Microsoft (United States),company,company,Microsoft,structured_openalex
W4312810944,2022,A5100657555,Linjie Li,I4210105678,Microsoft (Finland),company,company,Microsoft,structured_openalex
W4312810944,2022,A5107893340,Chunyuan Li,I1290206253,Microsoft (United States),company,company,Microsoft,structured_openalex
W4312810944,2022,A5107893340,Chunyuan Li,I4210105678,Microsoft (Finland),company,company,Microsoft,structured_openalex
W4312810944,2022,A5100436501,Lijuan Wang,I1290206253,Microsoft (United States),company,company,Microsoft,structured_openalex
W4312810944,2022,A5100436501,Lijuan Wang,I4210105678,Microsoft (Finland),company,company,Microsoft,structured_openalex
W4312810944,2022,A5101728117,Zicheng Liu,I1290206253,Microsoft (United States),company,company,Microsoft,structured_openalex
W4312810944,2022,A5101728117,Zicheng Liu,I4210105678,Microsoft (Finland),company,company,Microsoft,structured_openalex
W4312810944,2022,A5047233371,Jianfeng Gao,I1290206253,Microsoft (United States),company,company,Microsoft,structured_openalex
W4312810944,2022,A5047233371,Jianfeng Gao,I4210105678,Microsoft (Finland),company,company,Microsoft,structured_openalex
W4281391371,2022,A5088046354,Marianna Alperin,I4210154783,Grammar School,education,education,Other,structured_openalex
W4281391371,2022,A5031838408,Steven D. Abramowitch,I170201317,University of Pittsburgh,education,education,Other,structured_openalex
W4281391371,2022,A5044473789,May Alarab,I1291836623,Mount Sinai Hospital,healthcare,healthcare,Other,structured_openalex
W4281391371,2022,A5005654698,Maria Augusta Tezelli Bortolini,I88273585,Universidade Federal de São Paulo,education,education,Other,structured_openalex
W4281391371,2022,A5001754292,Lindsey A. Burnett,I36258959,University of California San Diego,education,education,Other,structured_openalex
W4281391371,2022,A5048691942,Kathleen A. Connell,I51713134,University of Colorado Anschutz Medical Campus,education,education,Other,structured_openalex
W4281391371,2022,A5059601474,Raffaella De Vita,I859038795,Virginia Tech,education,education,Other,structured_openalex
W4281391371,2022,A5110015570,Marsha K. Guess,I51713134,University of Colorado Anschutz Medical Campus,education,education,Other,structured_openalex
W4281391371,2022,A5031670940,Zeliha Güler,I887064364,University of Amsterdam,education,education,Other,structured_openalex
W4281391371,2022,A5000183143,Renato Natal Jorge,I182534213,Universidade do Porto,education,education,Other,structured_openalex
W4281391371,2022,A5043225158,Robert S. Kelley,I150468666,Emory University,education,education,Other,structured_openalex
W4281391371,2022,A5012997498,Mark Kibschull,I1291836623,Mount Sinai Hospital,healthcare,healthcare,Other,structured_openalex
W4281391371,2022,A5012997498,Mark Kibschull,I210557978,Lunenfeld-Tanenbaum Research Institute,facility,research_institute,Other,structured_openalex
W4281391371,2022,A5008925736,Kristin S. Miller,I114832834,Tulane University,education,education,Other,structured_openalex
W4281391371,2022,A5012024838,Pamela Moalli,I170201317,University of Pittsburgh,education,education,Other,structured_openalex
W4281391371,2022,A5012024838,Pamela Moalli,I4210097282,Magee-Womens Research Institute,facility,research_institute,Other,structured_openalex
W4281391371,2022,A5010094608,Indira U. Mysorekar,I181547552,Baylor College of Medicine,education,education,Other,structured_openalex
W4281391371,2022,A5027012140,Carolyn W. Swenson,I223532165,University of Utah,education,education,Other,structured_openalex
W4281391371,2022,A5075075334,Gina M. Northington,I150468666,Emory University,education,education,Other,structured_openalex
W4281391371,2022,A5075075334,Gina M. Northington,I4210154783,Grammar School,education,education,Other,structured_openalex
W2004199685,2022,A5047267490,Heather Mattie,I136199984,Harvard University,education,education,Other,structured_openalex
W4210772318,2022,A5005495965,Mads S. Thomsen,I185492890,University of Canterbury,education,education,Other,structured_openalex
W4210772318,2022,A5005495965,Mads S. Thomsen,I204337017,Aarhus University,education,education,Other,structured_openalex
W4210772318,2022,A5014798525,Andrew H. Altieri,I128212801,Smithsonian Tropical Research Institute,facility,research_institute,Other,structured_openalex
W4210772318,2022,A5014798525,Andrew H. Altieri,I33213144,University of Florida,education,education,Other,structured_openalex
W4210772318,2022,A5034282534,Christine Angelini,I33213144,University of Florida,education,education,Other,structured_openalex
W4210772318,2022,A5055351741,Melanie J. Bishop,I99043593,Macquarie University,education,education,Other,structured_openalex
W4210772318,2022,A5047425156,Fabio Bulleri,I108290504,University of Pisa,education,education,Other,structured_openalex
W4210772318,2022,A5047425156,Fabio Bulleri,I4210099418,CoNISMa,other,unknown,Other,structured_openalex
W4210772318,2022,A5009435016,Roxanne Farhan,I165733156,University of Georgia,education,education,Other,structured_openalex
W4210772318,2022,A5082926586,Viktoria M. M. Frühling,I128212801,Smithsonian Tropical Research Institute,facility,research_institute,Other,structured_openalex
W4210772318,2022,A5019280606,Paul E. Gribben,I31746571,UNSW Sydney,education,education,Other,structured_openalex
W4210772318,2022,A5019280606,Paul E. Gribben,I4210139252,Sydney Institute of Marine Science,facility,research_institute,Other,structured_openalex
W4210772318,2022,A5066325630,Seamus B. Harrison,I128212801,Smithsonian Tropical Research Institute,facility,research_institute,Other,structured_openalex
W4210772318,2022,A5087246445,Qiang He,I24943067,Fudan University,education,education,Other,structured_openalex
W4210772318,2022,A5053054320,Moritz Klinghardt,I129877168,Carl von Ossietzky Universität Oldenburg,education,education,Other,structured_openalex
W4210772318,2022,A5002740389,Joachim Langeneck,I108290504,University of Pisa,education,education,Other,structured_openalex
W4210772318,2022,A5002740389,Joachim Langeneck,I4210099418,CoNISMa,other,unknown,Other,structured_openalex
W4210772318,2022,A5011601732,Brendan S. Lanham,I31746571,UNSW Sydney,education,education,Other,structured_openalex
W4210772318,2022,A5011601732,Brendan S. Lanham,I4210139252,Sydney Institute of Marine Science,facility,research_institute,Other,structured_openalex
W4210772318,2022,A5080918509,Luca Mondardini,I185492890,University of Canterbury,education,education,Other,structured_openalex
W4210772318,2022,A5054438691,Yannick Mulders,I177877127,The University of Western Australia,education,education,Other,structured_openalex
W4210772318,2022,A5012820743,Semonn Oleksyn,I99043593,Macquarie University,education,education,Other,structured_openalex
W4210772318,2022,A5025373478,Aaron P. Ramus,I153901656,University of North Carolina Wilmington,education,education,Other,structured_openalex
W4210772318,2022,A5066108602,David R. Schiel,I185492890,University of Canterbury,education,education,Other,structured_openalex
W4210772318,2022,A5086835070,Tristan Schneider,I129877168,Carl von Ossietzky Universität Oldenburg,education,education,Other,structured_openalex
W4210772318,2022,A5043987378,Alfonso Siciliano,I185492890,University of Canterbury,education,education,Other,structured_openalex
W4210772318,2022,A5045211344,Brian R. Silliman,I170897317,Duke University,education,education,Other,structured_openalex
W4210772318,2022,A5012823618,Dan A. Smale,I114472154,Marine Biological Association of the United Kingdom,facility,research_institute,Other,structured_openalex
W4210772318,2022,A5088615601,Paul M. South,I62912653,Cawthron Institute,nonprofit,nonprofit,Other,structured_openalex
W4210772318,2022,A5026692680,Thomas Wernberg,I177877127,The University of Western Australia,education,education,Other,structured_openalex
W4210772318,2022,A5073177866,Y. Stacy Zhang,I170897317,Duke University,education,education,Other,structured_openalex
W4210772318,2022,A5020817415,Gerhard Zotz,I128212801,Smithsonian Tropical Research Institute,facility,research_institute,Other,structured_openalex
W4210772318,2022,A5020817415,Gerhard Zotz,I129877168,Carl von Ossietzky Universität Oldenburg,education,education,Other,structured_openalex
W4301368690,2022,A5077769927,Peter von Dadelszen,I183935753,King's College London,education,education,Other,structured_openalex
W4301368690,2022,A5023475823,Argyro Syngelaki,I4210153400,King's College Hospital,healthcare,healthcare,Other,structured_openalex
W4301368690,2022,A5109285376,Alan Wright,I23923803,University of Exeter,education,education,Other,structured_openalex
W4301368690,2022,A5082209959,Ranjit Akolekar,I119474363,Canterbury Christ Church University,education,education,Other,structured_openalex
