source,target,source_name,target_name,source_category,target_category,source_firm,target_firm,weight
I118019719,I166337079,Roche (Switzerland),Queen Mary University of London,company,education,Other,Other,1.0
I118019719,I66752286,Roche (Switzerland),University of Milano-Bicocca,company,education,Other,Other,1.0
I118019719,I161318765,Roche (Switzerland),"University of California, Los Angeles",company,education,Other,Other,1.0
I118019719,I176790772,Roche (Switzerland),Murdoch University,company,education,Other,Other,1.0
I118019719,I180670191,Roche (Switzerland),"University of California, San Francisco",company,education,Other,Other,1.0
I118019719,I51713134,Roche (Switzerland),University of Colorado Anschutz Medical Campus,company,education,Other,Other,1.0
I118019719,I55921689,Roche (Switzerland),La Roche College,company,education,Other,Other,1.0
I118019719,I62916508,Roche (Switzerland),Technical University of Munich,company,education,Other,Other,1.0
I118019719,I8204097,Roche (Switzerland),Ludwig-Maximilians-Universität München,company,education,Other,Other,1.0
I118020396,I4210153776,Swarthmore College,Apple (United States),education,company,Other,Apple,1.0
I118118575,I98301712,New Jersey Institute of Technology,Baidu (China),education,company,Other,Other,1.0
I118118575,I1291425158,New Jersey Institute of Technology,Google (United States),education,company,Other,Google / Google DeepMind / DeepMind,1.0
I118347220,I130701444,NEC (Japan),Georgia Institute of Technology,company,education,Other,Other,1.0
I118347220,I196699116,NEC (Japan),Wuhan University of Technology,company,education,Other,Other,1.0
I118347220,I163770644,NEC (Japan),Okayama University,company,education,Other,Other,1.0
I118347220,I75917431,NEC (Japan),Nara Institute of Science and Technology,company,education,Other,Other,1.0
I118347636,I1301041018,Australian National University,Rakuten (Japan),education,company,Other,Other,1.0
I118347636,I4210141736,Australian National University,De Beers (South Africa),education,company,Other,Other,1.0
I118347636,I4210153468,Australian National University,Microsoft (Canada),education,company,Other,Microsoft,1.0
I118347636,I1291425158,Australian National University,Google (United States),education,company,Other,Google / Google DeepMind / DeepMind,2.0
I118373667,I4210164862,Seoul National University of Science and Technology,Artificial Intelligence in Medicine (Canada),education,company,Other,Other,1.0
I11880225,I4210113490,National Institute of Technology Karnataka,Infotec (United Kingdom),education,company,Other,Other,1.0
I11880225,I4210132672,National Institute of Technology Karnataka,Personal Space Technologies (Netherlands),education,company,Other,Other,1.0
I11880225,I4210164937,National Institute of Technology Karnataka,Microsoft Research (United Kingdom),education,company,Other,Microsoft,1.0
I118987531,I4210147944,Anhui Jianzhu University,ABS Consulting (United States),education,company,Other,Other,1.0
I118987531,I4210135979,Anhui Jianzhu University,Yangtze River Pharmaceutical Group (China),education,company,Other,Other,1.0
I119003972,I4210107374,Roma Tre University,OHB (Italy),education,company,Other,Other,1.0
I11923345,I4210164862,Wrocław University of Science and Technology,Artificial Intelligence in Medicine (Canada),education,company,Other,Other,1.0
I119241673,I4210087596,Indian Institute of Technology Ropar,Qualcomm (United States),education,company,Other,Other,1.0
I119744171,I26653445,Higher Colleges of Technology,Tellabs (Canada),education,company,Other,Other,1.0
I11983389,I4210119728,Manchester Metropolitan University,Sustainable Innovation (Sweden),education,company,Other,Other,1.0
I119856527,I4210122974,Cadi Ayyad University,Aquatic Systems (United States),education,company,Other,Other,1.0
I120250893,I72090969,New York University Abu Dhabi,Nokia (United States),education,company,Other,Other,1.0
I120691247,I1291425158,FernUniversität in Hagen,Google (United States),education,company,Other,Google / Google DeepMind / DeepMind,1.0
I12097938,I4210128646,West Virginia University,Kohler (United States),education,company,Other,Other,1.0
I121748325,I4210134591,Universidad Complutense de Madrid,Telefonica Research and Development,education,company,Other,Other,1.0
I121750182,I4210145126,National Institute of Technology Warangal,Aditya Birla (India),education,company,Other,Other,1.0
I121797337,I1291425158,Leiden University,Google (United States),education,company,Other,Google / Google DeepMind / DeepMind,1.0
I121797337,I4210102029,Leiden University,AstroTec Holding (Netherlands),education,company,Other,Other,1.0
I121797337,I4210131439,Leiden University,Applied Mathematics (United States),education,company,Other,Other,1.0
I121797337,I4210143820,Leiden University,Atmospheric and Space Technology Research Associates (United States),education,company,Other,Other,1.0
I121797337,I4210153546,Leiden University,Flatiron Health (United States),education,company,Other,Other,1.0
I121797337,I98301712,Leiden University,Baidu (China),education,company,Other,Other,1.0
I121797337,I4210113369,Leiden University,Microsoft Research Asia (China),education,company,Other,Microsoft,1.0
I121799043,I4210138151,Electric Power University,Jilin Electric Power Research Institute (China),education,company,Other,Other,2.0
I121799043,I4210151178,Electric Power University,System Simulation (United Kingdom),education,company,Other,Other,1.0
I121883995,I1291425158,Johannes Kepler University of Linz,Google (United States),education,company,Other,Google / Google DeepMind / DeepMind,1.0
I121883995,I4210136804,Johannes Kepler University of Linz,Natel Energy (United States),education,company,Other,Other,1.0
I121883995,I4210116219,Johannes Kepler University of Linz,Engineering Systems (United States),education,company,Other,Other,1.0
I121883995,I1290206253,Johannes Kepler University of Linz,Microsoft (United States),education,company,Other,Microsoft,1.0
I121883995,I4210110431,Johannes Kepler University of Linz,Microsoft (Netherlands),education,company,Other,Microsoft,1.0
I121883995,I4210140256,Johannes Kepler University of Linz,Silicon Designs (United States),education,company,Other,Other,1.0
I121934306,I4210127875,Tufts University,Nvidia (United States),education,company,Other,NVIDIA,1.0
I121934306,I81935515,Tufts University,Network Rail,education,company,Other,Other,1.0
I121980950,I165638839,Utah State University,Huntsman (United States),education,company,Other,Other,1.0
I121980950,I72090969,Utah State University,Nokia (United States),education,company,Other,Other,1.0
I122140584,I4210104133,Universidade Federal do Rio de Janeiro,Nanomed (Brazil),education,company,Other,Other,1.0
I122140584,I4210146682,Universidade Federal do Rio de Janeiro,Intel (India),education,company,Other,Other,1.0
I122140584,I923382979,Universidade Federal do Rio de Janeiro,ExxonMobil (United States),education,company,Other,Other,1.0
I122346577,RAW_NVIDIA,University of Modena and Reggio Emilia,NVIDIA,education,company,Other,NVIDIA,1.0
I122346577,I169724904,University of Modena and Reggio Emilia,Zimmer Biomet (Netherlands),education,company,Other,Other,1.0
I122346577,I1291425158,University of Modena and Reggio Emilia,Google (United States),education,company,Other,Google / Google DeepMind / DeepMind,1.0
I122411786,I1291425158,California Institute of Technology,Google (United States),education,company,Other,Google / Google DeepMind / DeepMind,2.0
I122411786,I4210102029,California Institute of Technology,AstroTec Holding (Netherlands),education,company,Other,Other,1.0
I122411786,I4210131439,California Institute of Technology,Applied Mathematics (United States),education,company,Other,Other,1.0
I122411786,I4210143820,California Institute of Technology,Atmospheric and Space Technology Research Associates (United States),education,company,Other,Other,1.0
I122411786,I4210153546,California Institute of Technology,Flatiron Health (United States),education,company,Other,Other,2.0
I122411786,I4210090411,California Institute of Technology,Google DeepMind (United Kingdom),education,company,Other,Google / Google DeepMind / DeepMind,2.0
I122411786,I1304085615,California Institute of Technology,Nvidia (United Kingdom),education,company,Other,NVIDIA,1.0
I122411786,I4210110431,California Institute of Technology,Microsoft (Netherlands),education,company,Other,Microsoft,1.0
I122411786,I4210113297,California Institute of Technology,Google (United Kingdom),education,company,Other,Google / Google DeepMind / DeepMind,1.0
I122411786,I4210113369,California Institute of Technology,Microsoft Research Asia (China),education,company,Other,Microsoft,1.0
I122411786,I4210127875,California Institute of Technology,Nvidia (United States),education,company,Other,NVIDIA,2.0
I122411786,I4210164862,California Institute of Technology,Artificial Intelligence in Medicine (Canada),education,company,Other,Other,1.0
I122411786,I4210152443,California Institute of Technology,Lloyds Banking Group (United Kingdom),education,company,Other,Other,1.0
I122571602,I1291425158,Stevenson University,Google (United States),education,company,Other,Google / Google DeepMind / DeepMind,1.0
I122690471,I4210128994,Skidaway Institute of Oceanography,In-Situ (United States),education,company,Other,Other,1.0
I122964287,I134140186,National Institute of Technology Tiruchirappalli,NIIT (India),education,company,Other,Other,1.0
I12311892,I4402554120,Eugene Applebaum College of Pharmacy and Health Sciences,Rutgers New Jersey Medical School,company,education,Apple,Other,1.0
I12311892,I79576946,Eugene Applebaum College of Pharmacy and Health Sciences,University of Pennsylvania,company,education,Apple,Other,1.0
I123387679,I3019562804,Uppsala University,BASF (United States),education,company,Other,Other,1.0
I123387679,I4210109704,Uppsala University,Bio Signal Group (United States),education,company,Other,Other,1.0
I123387679,I4210138066,Uppsala University,Insilixa (United States),education,company,Other,Other,1.0
I123387679,I4387154989,Uppsala University,Hugging Face,education,company,Other,Hugging Face,1.0
I123387679,I889804353,Uppsala University,Robert Bosch (Germany),education,company,Other,Other,1.0
I123534392,I4210164937,University of North Texas,Microsoft Research (United Kingdom),education,company,Other,Microsoft,1.0
I123791789,I143804889,Saint-Gobain (France),Loughborough University,company,education,Other,Other,1.0
I123791789,I146655781,Saint-Gobain (France),University of Liverpool,company,education,Other,Other,1.0
I123791789,I36085230,Saint-Gobain (France),Université Stendhal – Grenoble 3,company,education,Other,Other,1.0
I123791789,I899635006,Saint-Gobain (France),Université Grenoble Alpes,company,education,Other,Other,1.0
I123900574,I2250650973,Pohang University of Science and Technology,Samsung (South Korea),education,company,Other,Other,1.0
I123900574,I1306409833,Pohang University of Science and Technology,Adobe Systems (United States),education,company,Other,Other,2.0
I12393601,I1342911587,Huaihua University,Oracle (United States),education,company,Other,Other,1.0
I123946342,I1292974536,Binghamton University,Ford Motor Company (United States),education,company,Other,Other,1.0
