author_id,author_name,from_year,to_year,from_primary_affiliation,to_primary_affiliation,from_category,to_category,from_target_firm,to_target_firm,changed_affiliation,changed_category,changed_target_firm
A5048942980,Francesco Oteri,2023,2024,,,unknown,unknown,Other,Other,False,False,False
A5048954811,Emanuele Trucco,2023,2024,University of Dundee,University of Dundee,education,education,Other,Other,False,False,False
A5048955398,Qiaozhu Mei,2023,2024,University of Michigan,,education,unknown,Other,Other,True,True,False
A5048965835,Philippe C. Cattin,2022,2023,University of Basel,University of Basel,education,education,Other,Other,False,False,False
A5048965835,Philippe C. Cattin,2023,2024,University of Basel,University of Basel,education,education,Other,Other,False,False,False
A5048979254,Gaojie Jin,2023,2024,,University of Liverpool,unknown,education,Other,Other,True,True,False
A5048979254,Gaojie Jin,2024,2025,University of Liverpool,University of Liverpool,education,education,Other,Other,False,False,False
A5048981603,Jiabo Ma,2024,2025,,Hong Kong University of Science and Technology,unknown,education,Other,Other,True,True,False
A5048981625,Sarah Gorkiewicz,2022,2023,Institute of Science and Technology Austria,Institute of Science and Technology Austria,education,education,Other,Other,False,False,False
A5048995210,Keith Morse,2023,2024,,Stanford Medicine,unknown,healthcare,Other,Other,True,True,False
A5049028265,Nikola Momchev,2023,2024,Google (United States),,company,unknown,Google / Google DeepMind / DeepMind,Other,True,True,True
A5049041437,Yiqun Xie,2023,2025,"University of Maryland, College Park","University of Maryland, College Park",education,education,Other,Other,False,False,False
A5049051097,Shirley Ho,2023,2024,Flatiron Health (United States),Flatiron Health (United States),company,company,Other,Other,False,False,False
A5049061860,Przemysław Biecek,2022,2023,University of Warsaw,Warsaw University of Technology,education,education,Other,Other,True,False,False
A5049062714,Lior Shani,2023,2024,Google (United States),,company,unknown,Google / Google DeepMind / DeepMind,Other,True,True,True
A5049062714,Lior Shani,2024,2025,,,unknown,unknown,Other,Other,False,False,False
A5049066220,Jianglong Ye,2023,2024,UC San Diego Health System,UC San Diego Health System,healthcare,healthcare,Other,Other,False,False,False
A5049073875,Peter Henderson,2022,2023,Stanford University,Stanford University,education,education,Other,Other,False,False,False
A5049073875,Peter Henderson,2023,2024,Stanford University,Princeton University,education,education,Other,Other,True,False,False
A5049086157,Hongming Shan,2022,2023,Shanghai Center for Brain Science and Brain-Inspired Technology,Shanghai Center for Brain Science and Brain-Inspired Technology,research_institute,research_institute,Other,Other,False,False,False
A5049086157,Hongming Shan,2023,2025,Shanghai Center for Brain Science and Brain-Inspired Technology,Shanghai Center for Brain Science and Brain-Inspired Technology,research_institute,research_institute,Other,Other,False,False,False
A5049086940,Kexin Huang,2023,2024,Stanford University,Harvard University,education,education,Other,Other,True,False,False
A5049088062,Fuchao Wei,2022,2023,Tsinghua University,Tsinghua University,education,education,Other,Other,False,False,False
A5049093657,Mingle Xu,2023,2024,,Jeonbuk National University,unknown,education,Other,Other,True,True,False
A5049097498,Yuli Huang,2022,2023,Tsinghua University,Tsinghua University,education,education,Other,Other,False,False,False
A5049097498,Yuli Huang,2023,2024,Tsinghua University,Tsinghua University,education,education,Other,Other,False,False,False
A5049100391,Zhi Jin,2024,2025,Peking University,Peking University,education,education,Other,Other,False,False,False
A5049123454,Mathieu Blondel,2024,2025,,,unknown,unknown,Other,Other,False,False,False
A5049124089,Katy Ilonka Gero,2022,2024,Columbia University,Harvard University,education,education,Other,Other,True,False,False
A5049168444,Qining Zhang,2024,2025,,,unknown,unknown,Other,Other,False,False,False
A5049173646,Lydia B. Chilton,2022,2023,Columbia University,Columbia University,education,education,Other,Other,False,False,False
A5049173646,Lydia B. Chilton,2023,2024,Columbia University,Columbia University,education,education,Other,Other,False,False,False
A5049173646,Lydia B. Chilton,2024,2025,Columbia University,Columbia University,education,education,Other,Other,False,False,False
A5049216983,Keith J. Holyoak,2022,2023,,"University of California, Los Angeles",unknown,education,Other,Other,True,True,False
A5049239373,Xuancheng Ren,2023,2024,,Sacred Heart Hospital,unknown,healthcare,Other,Other,True,True,False
A5049246408,Ross Girshick,2023,2025,Meta AI,,company,unknown,Meta,Other,True,True,True
A5049262522,Atsushi Teramoto,2022,2024,Fujita Health University,Meijo University,education,education,Other,Other,True,False,False
A5049270104,DongHyeon Jeon,2022,2023,,,unknown,unknown,Other,Other,False,False,False
A5049349154,Pieter Abbeel,2022,2023,Berkeley College,Berkeley College,education,education,Other,Other,False,False,False
A5049373288,Till Nicke,2024,2025,Fraunhofer Institute for Digital Medicine,Fraunhofer Institute for Digital Medicine,research_institute,research_institute,Other,Other,False,False,False
A5049387196,Vaibhav Adlakha,2023,2024,,Minnow Environmental (Canada),unknown,company,Other,Other,True,True,False
A5049392037,Oriana Pansardi,2023,2024,Italian Institute of Technology,Italian Institute of Technology,research_institute,research_institute,Other,Other,False,False,False
A5049400969,Jonas Geiping,2022,2023,,"University of Maryland, College Park",unknown,education,Other,Other,True,True,False
A5049400969,Jonas Geiping,2023,2024,"University of Maryland, College Park",Intelligent Systems Research (United States),education,company,Other,Other,True,True,False
A5049427071,Pontus Stenetorp,2022,2024,University College London,,education,unknown,Other,Other,True,True,False
A5049427071,Pontus Stenetorp,2024,2025,,,unknown,unknown,Other,Other,False,False,False
A5049450075,Sinong Wang,2023,2024,,,unknown,unknown,Other,Other,False,False,False
A5049452519,Chengliang Wang,2024,2025,East China Normal University,East China Normal University,education,education,Other,Other,False,False,False
A5049472306,Zhiping Xiao,2023,2024,"University of California, Los Angeles",University of Washington,education,education,Other,Other,True,False,False
A5049490816,Ling Chi,2022,2023,Yale University,Yale University,education,education,Other,Other,False,False,False
A5049497512,Gaia Novarino,2022,2023,Institute of Science and Technology Austria,Institute of Science and Technology Austria,education,education,Other,Other,False,False,False
A5049507441,T. Xu,2024,2025,Bellevue College,Bellevue College,education,education,Other,Other,False,False,False
A5049529209,Ayelet Israeli,2023,2024,Harvard University,Boston University,education,education,Other,Other,True,False,False
A5049544852,Rongjie Yi,2024,2025,,Beijing University of Posts and Telecommunications,unknown,education,Other,Other,True,True,False
A5049557511,Bin He,2024,2025,Tongji University,Tongji University,education,education,Other,Other,False,False,False
A5049561797,Saurabh Gombar,2023,2025,,Stanford University,unknown,education,Other,Other,True,True,False
A5049587970,Ruichen Zhang,2023,2024,,Nanyang Technological University,unknown,education,Other,Other,True,True,False
A5049587970,Ruichen Zhang,2024,2025,Nanyang Technological University,Nanyang Technological University,education,education,Other,Other,False,False,False
A5049597319,Conrad Safranek,2022,2023,Yale University,Yale University,education,education,Other,Other,False,False,False
A5049597319,Conrad Safranek,2023,2024,Yale University,Yale University,education,education,Other,Other,False,False,False
A5049597319,Conrad Safranek,2024,2025,Yale University,Yale University,education,education,Other,Other,False,False,False
A5049616413,Ricardo Vinuesa,2022,2023,Information Technology University,KTH Royal Institute of Technology,education,education,Other,Other,True,False,False
A5049618494,Nouha Dziri,2023,2024,University of Waterloo,,education,unknown,Other,Other,True,True,False
A5049618494,Nouha Dziri,2024,2025,,,unknown,unknown,Other,Other,False,False,False
A5049629263,Zhengzi Xu,2023,2024,East China Normal University,Nanyang Technological University,education,education,Other,Other,True,False,False
A5049629485,Mike Sharples,2023,2024,The Open University,,education,unknown,Other,Other,True,True,False
A5049629485,Mike Sharples,2024,2025,,The Open University,unknown,education,Other,Other,True,True,False
A5049630750,Bharath Muppasani,2022,2023,,Allen Institute for Artificial Intelligence,unknown,nonprofit,Other,Other,True,True,False
A5049630750,Bharath Muppasani,2023,2024,Allen Institute for Artificial Intelligence,University of South Carolina,nonprofit,education,Other,Other,True,True,False
A5049631688,Gregory M. Goldgof,2024,2025,,Memorial Sloan Kettering Cancer Center,unknown,healthcare,Other,Other,True,True,False
A5049664153,Danny Hernandez,2022,2023,,,unknown,unknown,Other,Other,False,False,False
A5049707744,Haobo Wang,2023,2024,,,unknown,unknown,Other,Other,False,False,False
A5049722352,Feng Gao,2022,2024,Wuhan University of Science and Technology,Wuhan University of Science and Technology,education,education,Other,Other,False,False,False
A5049734237,Rameswar Panda,2022,2023,,,unknown,unknown,Other,Other,False,False,False
A5049734237,Rameswar Panda,2023,2024,,,unknown,unknown,Other,Other,False,False,False
A5049755417,Saeed Vahidian,2023,2024,,Duke University,unknown,education,Other,Other,True,True,False
A5049786228,Yuxing Long,2023,2024,,Peking University,unknown,education,Other,Other,True,True,False
A5049786610,Tom Henighan,2022,2023,Anthropic,,company,unknown,Anthropic,Other,True,True,True
A5049786610,Tom Henighan,2023,2025,,,unknown,unknown,Other,Other,False,False,False
A5049786930,Jamilah Mohammed Alamri,2024,2025,King Abdulaziz University,King Abdulaziz University,education,education,Other,Other,False,False,False
A5049805631,Victor Sanh,2022,2023,,,unknown,unknown,Other,Other,False,False,False
A5049812527,Michael I. Jordan,2023,2024,,,unknown,unknown,Other,Other,False,False,False
A5049814360,Wenxin Yu,2022,2023,Southwest University of Science and Technology,Southwest University of Science and Technology,education,education,Other,Other,False,False,False
A5049815485,Sifei Liu,2022,2023,NVIDIA,NVIDIA,company,company,NVIDIA,NVIDIA,False,False,False
A5049815485,Sifei Liu,2023,2024,NVIDIA,NVIDIA,company,company,NVIDIA,NVIDIA,False,False,False
A5049837138,Peter Clark,2022,2023,Allen Institute,,nonprofit,unknown,Other,Other,True,True,False
A5049841785,Vishvak Murahari,2023,2024,Princeton University,,education,unknown,Other,Other,True,True,False
A5049841785,Vishvak Murahari,2024,2025,,Princeton University,unknown,education,Other,Other,True,True,False
A5049860480,Peter J. Liu,2023,2024,,,unknown,unknown,Other,Other,False,False,False
A5049875001,Nicolas Langrené,2023,2025,,Beijing Normal-Hong Kong Baptist University,unknown,education,Other,Other,True,True,False
A5049883737,Xijie Huang,2023,2025,Hong Kong University of Science and Technology,Snap (United States),education,company,Other,Other,True,True,False
A5049884349,Rembrand Koning,2023,2024,,Harvard University,unknown,education,Other,Other,True,True,False
A5049904411,Liwei Jiang,2022,2023,Allen Institute for Artificial Intelligence,Allen Institute for Artificial Intelligence,nonprofit,nonprofit,Other,Other,False,False,False
A5049904411,Liwei Jiang,2023,2024,Allen Institute for Artificial Intelligence,,nonprofit,unknown,Other,Other,True,True,False
A5049910854,Shengen Yan,2022,2024,Group Sense (China),Infinitus (China),company,company,Other,Other,True,False,False
A5049944937,Stefan Rüping,2022,2024,Fraunhofer Institute for Intelligent Analysis and Information Systems,Fraunhofer Institute for Intelligent Analysis and Information Systems,research_institute,research_institute,Other,Other,False,False,False
A5049958820,Lisa Kausch,2024,2025,,German Cancer Research Center,unknown,research_institute,Other,Other,True,True,False
A5049982592,Xinyu Zhou,2024,2025,Yale University,Yale University,education,education,Other,Other,False,False,False
A5049998479,Sumanth Dathathri,2023,2024,,Google (United Kingdom),unknown,company,Other,Google / Google DeepMind / DeepMind,True,True,True
A5050003000,Marco Pavone,2022,2023,,Stanford University,unknown,education,Other,Other,True,True,False
A5050003000,Marco Pavone,2023,2024,Stanford University,Nvidia (United States),education,company,Other,NVIDIA,True,True,True
A5050003000,Marco Pavone,2024,2025,Nvidia (United States),,company,unknown,NVIDIA,Other,True,True,True
A5050017514,Florian Wenzel,2022,2023,,Amazon (Germany),unknown,company,Other,Amazon,True,True,True
A5050017514,Florian Wenzel,2023,2024,Amazon (Germany),,company,unknown,Amazon,Other,True,True,True
A5050023117,Paul Röttger,2023,2024,,Bocconi University,unknown,education,Other,Other,True,True,False
A5050036814,Mitesh M. Khapra,2022,2024,National Institute of Information and Communications Technology,,research_institute,unknown,Other,Other,True,True,False
A5050041533,Jingke Meng,2024,2025,Sun Yat-sen University,Sun Yat-sen University,education,education,Other,Other,False,False,False
A5050045797,Jiaheng Zhou,2023,2024,Institute of Automation,Institute of Automation,research_institute,research_institute,Other,Other,False,False,False
A5050058892,Xuankai Chang,2023,2024,,Lawrie Technology (United States),unknown,company,Other,Other,True,True,False
A5050060224,Manas Joglekar,2023,2025,,OpenAI (United States),unknown,company,Other,OpenAI,True,True,True
A5050063899,Stefan Küchemann,2023,2024,Ludwig-Maximilians-Universität München,Ludwig-Maximilians-Universität München,education,education,Other,Other,False,False,False
A5050063899,Stefan Küchemann,2024,2025,Ludwig-Maximilians-Universität München,Ludwig-Maximilians-Universität München,education,education,Other,Other,False,False,False
A5050081082,Garry Wei‐Han Tan,2023,2025,Adamson University,Jaipuria Institute of Management,education,education,Other,Other,True,False,False
A5050086721,Hari Trivedi,2022,2023,Emory University,Emory University,education,education,Other,Other,False,False,False
A5050086721,Hari Trivedi,2023,2024,Emory University,Emory University,education,education,Other,Other,False,False,False
A5050086721,Hari Trivedi,2024,2025,Emory University,Emory University,education,education,Other,Other,False,False,False
A5050090679,Anna Jordanous,2024,2025,,,unknown,unknown,Other,Other,False,False,False
A5050105172,Kaushik Roy,2022,2024,University of South Carolina,University of South Carolina,education,education,Other,Other,False,False,False
A5050110511,Piyush Mathur,2023,2024,xAI,Allen Institute for Brain Science,company,research_institute,xAI,Other,True,True,True
A5050110511,Piyush Mathur,2024,2025,Allen Institute for Brain Science,xAI,research_institute,company,Other,xAI,True,True,True
A5050113685,Alexander S. Ecker,2022,2023,"Czech Academy of Sciences, Institute of Computer Science",Max Planck Institute for Dynamics and Self-Organization,research_institute,research_institute,Other,Other,True,False,False
A5050113685,Alexander S. Ecker,2023,2025,Max Planck Institute for Dynamics and Self-Organization,Max Planck Institute for Dynamics and Self-Organization,research_institute,research_institute,Other,Other,False,False,False
A5050161084,Lingyong Yan,2023,2025,Baidu (China),,company,unknown,Other,Other,True,True,False
A5050176135,Sachin Modgil,2022,2024,International Management Institute,International Management Institute,education,education,Other,Other,False,False,False
A5050196784,Fred Callaway,2024,2025,,New York University,unknown,education,Other,Other,True,True,False
A5050199179,Galina Ilieva,2023,2024,Plovdiv University,Plovdiv University,education,education,Other,Other,False,False,False
A5050199179,Galina Ilieva,2024,2025,Plovdiv University,Plovdiv University,education,education,Other,Other,False,False,False
A5050207215,Haolin Yuan,2023,2024,,Johns Hopkins University,unknown,education,Other,Other,True,True,False
A5050209478,Zhengyuan Yang,2022,2023,Microsoft Research (United Kingdom),Microsoft Research (United Kingdom),company,company,Microsoft,Microsoft,False,False,False
A5050209478,Zhengyuan Yang,2023,2024,Microsoft Research (United Kingdom),University of Rochester,company,education,Microsoft,Other,True,True,True
A5050232781,Zhenyu Yan,2023,2024,Chinese University of Hong Kong,Chinese University of Hong Kong,education,education,Other,Other,False,False,False
A5050232781,Zhenyu Yan,2024,2025,Chinese University of Hong Kong,Chinese University of Hong Kong,education,education,Other,Other,False,False,False
A5050232974,Hang Zou,2024,2025,Technology Innovation Institute,Technology Innovation Institute,research_institute,research_institute,Other,Other,False,False,False
A5050248676,Aimin Zhou,2023,2024,,East China Normal University,unknown,education,Other,Other,True,True,False
A5050248676,Aimin Zhou,2024,2025,East China Normal University,East China Normal University,education,education,Other,Other,False,False,False
A5050255638,Shuaiqiang Wang,2023,2024,Baidu (China),Baidu (China),company,company,Other,Other,False,False,False
A5050255638,Shuaiqiang Wang,2024,2025,Baidu (China),Baidu (China),company,company,Other,Other,False,False,False
A5050285051,Renrui Zhang,2024,2025,University of Hong Kong,Beijing Jiaotong University,education,education,Other,Other,True,False,False
A5050297728,Shiguang Shan,2023,2024,Institute of Computing Technology,Institute of Computing Technology,research_institute,research_institute,Other,Other,False,False,False
A5050303775,Zhilin Yang,2023,2025,Tsinghua University,,education,unknown,Other,Other,True,True,False
A5050318435,Philipp Schad,2022,2023,,Universitätsklinikum Aachen,unknown,healthcare,Other,Other,True,True,False
A5050325468,Katrin Kirchhoff,2022,2024,Amazon (United States),,company,unknown,Amazon,Other,True,True,True
A5050325468,Katrin Kirchhoff,2024,2025,,,unknown,unknown,Other,Other,False,False,False
A5050341583,Yutaka Matsuo,2022,2024,,The University of Tokyo,unknown,education,Other,Other,True,True,False
A5050342343,Devi Parikh,2022,2023,Meta AI,Meta AI,company,company,Meta,Meta,False,False,False
A5050342343,Devi Parikh,2023,2024,Meta AI,,company,unknown,Meta,Other,True,True,True
A5050344371,Pin‐Yu Chen,2023,2024,Chinese University of Hong Kong,,education,unknown,Other,Other,True,True,False
A5050344371,Pin‐Yu Chen,2024,2025,,IBM (United States),unknown,company,Other,Other,True,True,False
A5050348824,Nicholas Schiefer,2022,2023,,,unknown,unknown,Other,Other,False,False,False
A5050348824,Nicholas Schiefer,2023,2024,,,unknown,unknown,Other,Other,False,False,False
A5050359793,Hanbo Bi,2023,2025,Aerospace Information Research Institute,Aerospace Information Research Institute,education,education,Other,Other,False,False,False
A5050360700,Lintao Ma,2024,2025,Huazhong University of Science and Technology,Antea Group (France),education,company,Other,Other,True,True,False
A5050386762,Anh Tuan Luu,2023,2024,,,unknown,unknown,Other,Other,False,False,False
A5050394079,Mehdi Cherti,2022,2023,Berkeley College,,education,unknown,Other,Other,True,True,False
A5050407048,Md Tawkat Islam Khondaker,2022,2023,,University of British Columbia,unknown,education,Other,Other,True,True,False
A5050410057,Oludare Isaac Abiodun,2023,2024,University of Abuja,University of Abuja,education,education,Other,Other,False,False,False
A5050420727,Bo Hui,2023,2024,,Johns Hopkins University,unknown,education,Other,Other,True,True,False
A5050422420,Chong Guan,2023,2024,Singapore University of Social Sciences,Singapore University of Social Sciences,education,education,Other,Other,False,False,False
A5050445881,Youshao Xiao,2023,2025,,,unknown,unknown,Other,Other,False,False,False
A5050477022,Bryan Wilie,2023,2024,Hong Kong University of Science and Technology,,education,unknown,Other,Other,True,True,False
A5050479679,B. Zheng,2024,2025,Sacred Heart Hospital,,healthcare,unknown,Other,Other,True,True,False
A5050496012,Maxim Petrov,2023,2024,,,unknown,unknown,Other,Other,False,False,False
A5050499655,Mehrdad Farajtabar,2023,2024,,Apple (United Kingdom),unknown,company,Other,Apple,True,True,True
A5050513983,Rizwan Qureshi,2023,2025,The University of Texas MD Anderson Cancer Center,Scripps MD Anderson Cancer Center,healthcare,healthcare,Other,Other,True,False,False
A5050516829,Gkk Leung,2024,2025,University of Hong Kong,University of Hong Kong,education,education,Other,Other,False,False,False
A5050521702,Mayank Vatsa,2024,2025,Indian Institute of Technology Jodhpur,Indian Institute of Technology Jodhpur,education,education,Other,Other,False,False,False
A5050522242,Jiongnan Liu,2023,2025,,Renmin University of China,unknown,education,Other,Other,True,True,False
A5050530749,Alexander Havrilla,2022,2023,,Atlanta Technical College,unknown,education,Other,Other,True,True,False
A5050549669,Yuan Sun,2024,2025,University of Florida,University of Florida,education,education,Other,Other,False,False,False
A5050550867,Eamon Costello,2023,2024,,,unknown,unknown,Other,Other,False,False,False
A5050550867,Eamon Costello,2024,2025,,Dublin City University,unknown,education,Other,Other,True,True,False
A5050558499,Javier Alvarez-Valle,2022,2023,Microsoft (United States),Microsoft Research,company,company,Microsoft,Microsoft,True,False,False
A5050558499,Javier Alvarez-Valle,2023,2025,Microsoft Research,Microsoft Research (United Kingdom),company,company,Microsoft,Microsoft,True,False,False
A5050568800,Maximilian Frederik Russe,2024,2025,University of Freiburg,University of Freiburg,education,education,Other,Other,False,False,False
A5050581734,Ambrose Slone,2022,2024,,,unknown,unknown,Other,Other,False,False,False
A5050588540,Yucheng Cai,2022,2023,China Mobile (China),China Mobile (China),company,company,Other,Other,False,False,False
A5050614717,Valentin De Bortoli,2022,2023,École Normale Supérieure - PSL,École Normale Supérieure - PSL,unknown,unknown,Other,Other,False,False,False
A5050614717,Valentin De Bortoli,2023,2024,École Normale Supérieure - PSL,Laboratoire d'Informatique de Paris-Nord,unknown,research_institute,Other,Other,True,True,False
A5050630882,Licheng Jiao,2022,2023,Xidian University,Xidian University,education,education,Other,Other,False,False,False
A5050630882,Licheng Jiao,2023,2024,Xidian University,Xidian University,education,education,Other,Other,False,False,False
A5050630882,Licheng Jiao,2024,2025,Xidian University,Xidian University,education,education,Other,Other,False,False,False
A5050631900,Jamil S. Samaan,2023,2024,Cedars-Sinai Medical Center,Cedars-Sinai Medical Center,healthcare,healthcare,Other,Other,False,False,False
A5050631900,Jamil S. Samaan,2024,2025,Cedars-Sinai Medical Center,Cedars-Sinai Medical Center,healthcare,healthcare,Other,Other,False,False,False
A5050657606,Tong‐Yee Lee,2023,2025,National Cheng Kung University,National Cheng Kung University,education,education,Other,Other,False,False,False
A5050660610,Longhui Wei,2022,2023,,,unknown,unknown,Other,Other,False,False,False
A5050660610,Longhui Wei,2023,2024,,Huawei Technologies (China),unknown,company,Other,Other,True,True,False
A5050660610,Longhui Wei,2024,2025,Huawei Technologies (China),,company,unknown,Other,Other,True,True,False
A5050682332,Chenxing Li,2024,2025,,,unknown,unknown,Other,Other,False,False,False
A5050684712,Kuikun Liu,2023,2024,,,unknown,unknown,Other,Other,False,False,False
A5050697899,Sanka Rasnayaka,2022,2024,National University of Singapore,National University of Singapore,education,education,Other,Other,False,False,False
A5050735872,Marianne Aubin Le Quéré,2024,2025,Cornell University,Cornell University,education,education,Other,Other,False,False,False
A5050748634,Hao Tang,2022,2023,,ETH Zurich,unknown,education,Other,Other,True,True,False
A5050766679,Mark Gales,2023,2024,University of Cambridge,Bridge University,education,education,Other,Other,True,False,False
A5050773707,Nicholas Carolan,2023,2024,,Google (United States),unknown,company,Other,Google / Google DeepMind / DeepMind,True,True,True
A5050793822,Haonan Qiu,2022,2025,,Nanyang Technological University,unknown,education,Other,Other,True,True,False
A5050795259,Alessandro Lenci,2022,2023,,University of Pisa,unknown,education,Other,Other,True,True,False
A5050795259,Alessandro Lenci,2023,2024,University of Pisa,Hong Kong Polytechnic University,education,education,Other,Other,True,False,False
A5050795259,Alessandro Lenci,2024,2025,Hong Kong Polytechnic University,,education,unknown,Other,Other,True,True,False
A5050804466,Cèsar Ferri,2022,2024,Universitat Politècnica de València,Artificial Intelligence Research Institute,education,research_institute,Other,Other,True,True,False
A5050817770,Jun Yu,2023,2024,Hangzhou Dianzi University,Lehigh University,education,education,Other,Other,True,False,False
A5050818189,Philippe Laban,2022,2023,Berkeley College,Salesforce (United States),education,company,Other,Other,True,True,False
A5050818189,Philippe Laban,2023,2024,Salesforce (United States),Salesforce (United States),company,company,Other,Other,False,False,False
A5050838145,Kushal Lakhotia,2022,2024,,Menlo School,unknown,education,Other,Other,True,True,False
A5050862524,Hal Ashton,2023,2024,University of Cambridge,University of Cambridge,education,education,Other,Other,False,False,False
A5050863732,Matias Kaplan,2022,2023,Stanford University,,education,unknown,Other,Other,True,True,False
A5050871540,Sebastian Michelmann,2022,2025,Princeton University,New York University,education,education,Other,Other,True,False,False
A5050914724,Kashun Shum,2023,2024,,,unknown,unknown,Other,Other,False,False,False
A5050925115,Drew F. K. Williamson,2022,2023,Dana-Farber Cancer Institute,,research_institute,unknown,Other,Other,True,True,False
A5050925115,Drew F. K. Williamson,2023,2024,,Harvard University,unknown,education,Other,Other,True,True,False
A5050925115,Drew F. K. Williamson,2024,2025,Harvard University,Emory University,education,education,Other,Other,True,False,False
A5050928433,Kristy Choi,2022,2023,Stanford University,Stanford University,education,education,Other,Other,False,False,False
A5050947285,Zhumin Chen,2023,2025,Shandong University,,education,unknown,Other,Other,True,True,False
A5050954769,Krishnamurthy Dvijotham,2023,2024,,Google (United States),unknown,company,Other,Google / Google DeepMind / DeepMind,True,True,True
A5050960828,Peng Luo,2024,2025,Southern Medical University,University of Hong Kong,education,education,Other,Other,True,False,False
A5050964166,Michael J. Ahn,2022,2024,,,unknown,unknown,Other,Other,False,False,False
A5050967195,Matti Tedre,2023,2024,University of Eastern Finland,University of Eastern Finland,education,education,Other,Other,False,False,False
A5050969774,Songyang Gao,2023,2024,,,unknown,unknown,Other,Other,False,False,False
A5050969774,Songyang Gao,2024,2025,,Fudan University,unknown,education,Other,Other,True,True,False
A5050997630,Paulo Arévalo,2024,2025,,Boston University,unknown,education,Other,Other,True,True,False
A5050998809,Marie-Anne Lachaux,2022,2023,Meta AI,,company,unknown,Meta,Other,True,True,True
A5050998809,Marie-Anne Lachaux,2023,2024,,,unknown,unknown,Other,Other,False,False,False
A5051016788,Émile Mathieu,2022,2023,University of Cambridge,University of Cambridge,education,education,Other,Other,False,False,False
A5051026262,Masato Fujitake,2023,2024,Foundation for the Advancement of Social Theory,,unknown,unknown,Other,Other,True,False,False
A5051050719,Hannah Rose Kirk,2022,2023,University of Oxford,University of Oxford,education,education,Other,Other,False,False,False
A5051050719,Hannah Rose Kirk,2023,2024,University of Oxford,University of Oxford,education,education,Other,Other,False,False,False
A5051064208,Danqi Chen,2022,2023,Princeton University,,education,unknown,Other,Other,True,True,False
A5051064208,Danqi Chen,2023,2024,,,unknown,unknown,Other,Other,False,False,False
A5051064337,Robin J. Larson,2022,2023,,,unknown,unknown,Other,Other,False,False,False
A5051068084,Daniel Russo,2023,2024,,Aalborg University,unknown,education,Other,Other,True,True,False
A5051070119,Marcus R. Makowski,2024,2025,TUM Klinikum,TUM Klinikum,healthcare,healthcare,Other,Other,False,False,False
A5051107002,Yiming Cui,2022,2023,,,unknown,unknown,Other,Other,False,False,False
A5051107002,Yiming Cui,2023,2024,,,unknown,unknown,Other,Other,False,False,False
A5051121797,Nithin Gopalakrishnan Nair,2022,2023,,Johns Hopkins University,unknown,education,Other,Other,True,True,False
A5051121797,Nithin Gopalakrishnan Nair,2023,2024,Johns Hopkins University,Johns Hopkins University,education,education,Other,Other,False,False,False
A5051148355,Yanay Rosen,2023,2025,Stanford University,Stanford University,education,education,Other,Other,False,False,False
A5051149616,Anna C. Schaar,2024,2025,Helmholtz Zentrum München,Helmholtz Zentrum München,research_institute,research_institute,Other,Other,False,False,False
A5051184573,Yonatan Belinkov,2022,2023,,Technion – Israel Institute of Technology,unknown,education,Other,Other,True,True,False
A5051184573,Yonatan Belinkov,2023,2024,Technion – Israel Institute of Technology,Technion – Israel Institute of Technology,education,education,Other,Other,False,False,False
A5051209739,Wynne Hsu,2022,2023,,National University of Singapore,unknown,education,Other,Other,True,True,False
A5051209739,Wynne Hsu,2023,2024,National University of Singapore,National University of Singapore,education,education,Other,Other,False,False,False
A5051218329,Matthias Rätsch,2023,2024,Reutlingen University,Reutlingen University,education,education,Other,Other,False,False,False
A5051224603,Shuo Jiang,2024,2025,Tongji University,City University of Hong Kong,education,education,Other,Other,True,False,False
A5051227924,Zenglin Xu,2023,2024,Peng Cheng Laboratory,,research_institute,unknown,Other,Other,True,True,False
A5051227924,Zenglin Xu,2024,2025,,Fudan University,unknown,education,Other,Other,True,True,False
A5051250767,Alec Radford,2022,2024,,,unknown,unknown,Other,Other,False,False,False
A5051251449,Dário Augusto Borges Oliveira,2023,2024,,,unknown,unknown,Other,Other,False,False,False
A5051256159,Seyed Mohamad Moosavi,2022,2024,Freie Universität Berlin,University of Toronto,education,education,Other,Other,True,False,False
A5051278552,Shivanshu Purohit,2022,2024,,Stability AI,unknown,company,Other,Stability AI,True,True,True
A5051284836,Jian Cen,2023,2025,Guangdong Polytechnic Normal University,Guangdong Polytechnic Normal University,education,education,Other,Other,False,False,False
A5051304181,Enis Karaarslan,2023,2025,Muğla University,Muğla University,education,education,Other,Other,False,False,False
A5051309937,Sunder Ali Khowaja,2023,2024,Munster Technological University,Technological University Dublin,research_institute,education,Other,Other,True,True,False
A5051311538,Janet Roveda,2022,2023,,BIO5 Institute,unknown,research_institute,Other,Other,True,True,False
A5051325625,Malte Ostendorff,2022,2025,University of Göttingen,Federal Foreign Office,education,government,Other,Other,True,True,False
A5051332325,Richang Hong,2022,2024,Hefei University of Technology,Hefei University of Technology,education,education,Other,Other,False,False,False
A5051336752,Panos Kostakos,2023,2024,University of Oulu,University of Oulu,education,education,Other,Other,False,False,False
A5051340429,Bei Yu,2023,2024,Chinese University of Hong Kong,Chinese University of Hong Kong,education,education,Other,Other,False,False,False
A5051340429,Bei Yu,2024,2025,Chinese University of Hong Kong,University of Hong Kong,education,education,Other,Other,True,False,False
A5051355395,Vu Le,2024,2025,,Microsoft Research (United Kingdom),unknown,company,Other,Microsoft,True,True,True
