author_id,author_name,year,all_institution_ids_this_year,all_institution_names_this_year,all_institution_types_this_year,all_target_firm_labels_this_year,has_company_affiliation_this_year,has_education_affiliation_this_year,has_research_institute_affiliation_this_year,has_multiple_affiliations_this_year,has_multiple_categories_this_year,has_company_and_education_this_year,has_company_and_research_institute_this_year,primary_institution_for_display_this_year,primary_institution_id_for_display_this_year,primary_institution_type_for_display_this_year,primary_category_for_display_this_year,primary_target_firm_for_display_this_year,raw_recovered_affiliation_count_this_year
A5045222938,Han Yan,2022,I204983213,Harbin Institute of Technology,education,Other,False,True,False,False,False,False,False,Harbin Institute of Technology,I204983213,education,education,Other,0
A5045223218,Dmitry Kobak,2024,,,,,False,False,False,False,False,False,False,,,,unknown,Other,0
A5045223218,Dmitry Kobak,2025,I4210141865;I8087733,Hertie Institute for Clinical Brain Research;University of Tübingen,education;other,Other,False,True,False,True,False,False,False,University of Tübingen,I8087733,education,education,Other,0
A5045225481,Danshi Wang,2024,,,,,False,False,False,False,False,False,False,,,,unknown,Other,0
A5045227579,Le Lü,2023,I4210095624,Alibaba Group (United States),company,Other,True,False,False,False,False,False,False,Alibaba Group (United States),I4210095624,company,company,Other,0
A5045228226,Herui Heng,2022,I96733725,Shanghai Maritime University,education,Other,False,True,False,False,False,False,False,Shanghai Maritime University,I96733725,education,education,Other,0
A5045234606,Wenbo Jiang,2025,I150229711,University of Electronic Science and Technology of China,education,Other,False,True,False,False,False,False,False,University of Electronic Science and Technology of China,I150229711,education,education,Other,0
A5045235047,Tong Fu,2025,I76569877,Southeast University,education,Other,False,True,False,False,False,False,False,Southeast University,I76569877,education,education,Other,0
A5045240612,Hanxu Hu,2024,,,,,False,False,False,False,False,False,False,,,,unknown,Other,0
A5045240612,Hanxu Hu,2025,,,,,False,False,False,False,False,False,False,,,,unknown,Other,0
A5045245219,Sandeep Singh Sengar,2024,I8408910,Cardiff Metropolitan University,education,Other,False,True,False,False,False,False,False,Cardiff Metropolitan University,I8408910,education,education,Other,0
A5045247136,Yinghui Jiang,2024,I4210144725,Ministry of Culture,government,Other,False,False,False,False,False,False,False,Ministry of Culture,I4210144725,government,government,Other,0
A5045249230,Yousaf Bin Zikria,2022,I55240360,Yeungnam University,education,Other,False,True,False,False,False,False,False,Yeungnam University,I55240360,education,education,Other,0
A5045249334,Aihua Zhou,2025,I4392738113,China Electric Power Research Institute,facility,Other,False,False,True,False,False,False,False,China Electric Power Research Institute,I4392738113,facility,research_institute,Other,0
A5045250833,Hasin Rehana,2023,I24571045,University of North Dakota,education,Other,False,True,False,False,False,False,False,University of North Dakota,I24571045,education,education,Other,0
A5045250833,Hasin Rehana,2024,I24571045,University of North Dakota,education,Other,False,True,False,False,False,False,False,University of North Dakota,I24571045,education,education,Other,0
A5045254807,Andrea Romdhana,2022,I83816512,University of Genoa,education,Other,False,True,False,False,False,False,False,University of Genoa,I83816512,education,education,Other,0
A5045255432,Qi Liu,2025,I126520041,University of Science and Technology of China,education,Other,False,True,False,False,False,False,False,University of Science and Technology of China,I126520041,education,education,Other,0
A5045257792,Alfred W. T. Lo,2025,I40120149,University of Oxford,education,Other,False,True,False,False,False,False,False,University of Oxford,I40120149,education,education,Other,0
A5045257990,Iris Eekhout,2022,I148297040,Netherlands Organisation for Applied Scientific Research,nonprofit,Other,False,False,False,False,False,False,False,Netherlands Organisation for Applied Scientific Research,I148297040,nonprofit,nonprofit,Other,0
A5045265992,Amal Almansour,2025,I185163786,King Abdulaziz University,education,Other,False,True,False,False,False,False,False,King Abdulaziz University,I185163786,education,education,Other,0
A5045272072,Linrui Zhang,2023,,,,,False,False,False,False,False,False,False,,,,unknown,Other,0
A5045273219,Can Zheng,2023,,,,,False,False,False,False,False,False,False,,,,unknown,Other,0
A5045273512,Wei Zhang,2024,I19820366,Chinese Academy of Sciences,government,Other,False,False,False,False,False,False,False,Chinese Academy of Sciences,I19820366,government,government,Other,0
A5045276240,Sujit Roy,2024,,,,,False,False,False,False,False,False,False,,,,unknown,Other,0
A5045277172,Cas van der Oord,2025,I4210096386,Bridge University,education,Other,False,True,False,False,False,False,False,Bridge University,I4210096386,education,education,Other,0
A5045279290,Haoxing Chen,2024,I4210087087,Henan Tianguan Group (China),company,Other,True,False,False,False,False,False,False,Henan Tianguan Group (China),I4210087087,company,company,Other,0
A5045279290,Haoxing Chen,2025,,,,,False,False,False,False,False,False,False,,,,unknown,Other,0
A5045282669,Zhuoran Lu,2023,I219193219,Purdue University West Lafayette,education,Other,False,True,False,False,False,False,False,Purdue University West Lafayette,I219193219,education,education,Other,0
A5045282669,Zhuoran Lu,2024,I219193219,Purdue University West Lafayette,education,Other,False,True,False,False,False,False,False,Purdue University West Lafayette,I219193219,education,education,Other,0
A5045285009,Lingchen Meng,2023,,,,,False,False,False,False,False,False,False,,,,unknown,Other,0
A5045285009,Lingchen Meng,2024,,,,,False,False,False,False,False,False,False,,,,unknown,Other,0
A5045286171,Rui Miao,2024,I4210095624,Alibaba Group (United States),company,Other,True,False,False,False,False,False,False,Alibaba Group (United States),I4210095624,company,company,Other,0
A5045286306,Fabi Prezja,2022,I94722563,University of Jyväskylä,education,Other,False,True,False,False,False,False,False,University of Jyväskylä,I94722563,education,education,Other,0
A5045287507,Carlos Adam Conte‐Júnior,2022,I122140584;I136199984,Harvard University;Universidade Federal do Rio de Janeiro,education,Other,False,True,False,True,False,False,False,Harvard University,I136199984,education,education,Other,0
A5045287885,Hao Yang,2024,I145311948;I2799853436,Johns Hopkins Medicine;Johns Hopkins University,education;healthcare,Other,False,True,False,True,True,False,False,Johns Hopkins University,I145311948,education,education,Other,0
A5045287885,Hao Yang,2025,I145311948;I170897317;I2799853436,Duke University;Johns Hopkins Medicine;Johns Hopkins University,education;healthcare,Other,False,True,False,True,True,False,False,Duke University,I170897317,education,education,Other,0
A5045290448,Henry Medeiros,2023,I33213144,University of Florida,education,Other,False,True,False,False,False,False,False,University of Florida,I33213144,education,education,Other,0
A5045291722,Antony Scott Trotter,2022,I183935753,King's College London,education,Other,False,True,False,False,False,False,False,King's College London,I183935753,education,education,Other,0
A5045293435,Teresa Murino,2022,I71267560,University of Naples Federico II,education,Other,False,True,False,False,False,False,False,University of Naples Federico II,I71267560,education,education,Other,0
A5045293467,Florent Ginhoux,2025,I154526488;I277688954;I2801843802,Inserm;Institut Gustave Roussy;Université Paris-Saclay,education;facility;government,Other,False,True,True,True,True,False,False,Institut Gustave Roussy,I2801843802,facility,research_institute,Other,0
A5045296519,Rizhi Ding,2025,I183067930,Shanghai Jiao Tong University,education,Other,False,True,False,False,False,False,False,Shanghai Jiao Tong University,I183067930,education,education,Other,0
A5045297813,Jennifer M. Kwan,2025,I32971472,Yale University,education,Other,False,True,False,False,False,False,False,Yale University,I32971472,education,education,Other,0
A5045298700,Luca Weihs,2025,,,,,False,False,False,False,False,False,False,,,,unknown,Other,0
A5045310755,Enes Altınışık,2025,I92528248,Qatar Foundation,funder,Other,False,False,False,False,False,False,False,Qatar Foundation,I92528248,funder,unknown,Other,0
A5045310780,Igor Jakovčevski,2022,I155976169,Witten/Herdecke University,education,Other,False,True,False,False,False,False,False,Witten/Herdecke University,I155976169,education,education,Other,0
A5045319380,Imke Grabe,2022,I83467386,IT University of Copenhagen,education,Other,False,True,False,False,False,False,False,IT University of Copenhagen,I83467386,education,education,Other,0
A5045321143,Chao Wang,2024,I4210112253,Honda (Germany),company,Other,True,False,False,False,False,False,False,Honda (Germany),I4210112253,company,company,Other,0
A5045321818,Jingyi Yang,2024,I125839683,Beijing Institute of Technology,education,Other,False,True,False,False,False,False,False,Beijing Institute of Technology,I125839683,education,education,Other,0
A5045323029,Karen Wang,2025,I32971472,Yale University,education,Other,False,True,False,False,False,False,False,Yale University,I32971472,education,education,Other,0
A5045323548,Delphine Brousse,2022,I148297040;I4210145640,Netherlands Organisation for Applied Scientific Research;QuTech,facility;nonprofit,Other,False,False,True,True,True,False,False,QuTech,I4210145640,facility,research_institute,Other,0
A5045324950,Adam Rodman,2023,,,,,False,False,False,False,False,False,False,,,,unknown,Other,0
A5045324950,Adam Rodman,2024,I1316535847;I136199984,Beth Israel Deaconess Medical Center;Harvard University,education;healthcare,Other,False,True,False,True,True,False,False,Beth Israel Deaconess Medical Center,I1316535847,healthcare,healthcare,Other,0
A5045324950,Adam Rodman,2025,I1316535847;I136199984;I2799899409,Beth Israel Deaconess Medical Center;Hadassah Medical Center;Harvard University,education;healthcare,Other,False,True,False,True,True,False,False,Harvard University,I136199984,education,education,Other,0
A5045329653,Dongmei Zhang,2025,I4210164937,Microsoft Research (United Kingdom),company,Microsoft,True,False,False,False,False,False,False,Microsoft Research (United Kingdom),I4210164937,company,company,Microsoft,0
A5045331325,André Python,2025,I1336263701;I2801809904;I40120149;I76130692,Centre for Human Genetics;Nuffield Orthopaedic Centre;University of Oxford;Zhejiang University,education;facility;healthcare,Other,False,True,True,True,True,False,False,Centre for Human Genetics,I1336263701,facility,research_institute,Other,0
A5045331954,Yan‐Lin He,2025,I19820366;I3045169105;I4210145761,Chinese Academy of Sciences;Shenzhen Institutes of Advanced Technology;Southern University of Science and Technology,education;facility;government,Other,False,True,True,True,True,False,False,Shenzhen Institutes of Advanced Technology,I4210145761,facility,research_institute,Other,0
A5045332896,Kenji Tei,2024,I114531698,Tokyo Institute of Technology,education,Other,False,True,False,False,False,False,False,Tokyo Institute of Technology,I114531698,education,education,Other,0
A5045335101,Parker VanValkenburgh,2024,,,,,False,False,False,False,False,False,False,,,,unknown,Other,0
A5045335101,Parker VanValkenburgh,2025,I27804330,Brown University,education,Other,False,True,False,False,False,False,False,Brown University,I27804330,education,education,Other,0
A5045337673,Adel Elmaghraby,2025,I142740786,University of Louisville,education,Other,False,True,False,False,False,False,False,University of Louisville,I142740786,education,education,Other,0
A5045343638,Emanuele Cerulli Irelli,2022,I2800330116,Policlinico Umberto I,healthcare,Other,False,False,False,False,False,False,False,Policlinico Umberto I,I2800330116,healthcare,healthcare,Other,0
A5045345758,Arturo Molina,2025,I98461037,Tecnológico de Monterrey,education,Other,False,True,False,False,False,False,False,Tecnológico de Monterrey,I98461037,education,education,Other,0
A5045349638,K. Mittal,2024,I74973139,Carnegie Mellon University,education,Other,False,True,False,False,False,False,False,Carnegie Mellon University,I74973139,education,education,Other,0
A5045354469,Yu Yan,2024,I161318765,"University of California, Los Angeles",education,Other,False,True,False,False,False,False,False,"University of California, Los Angeles",I161318765,education,education,Other,0
A5045355404,Shoukang Hu,2025,I172675005,Nanyang Technological University,education,Other,False,True,False,False,False,False,False,Nanyang Technological University,I172675005,education,education,Other,0
A5045356290,Nikhila Ravi,2023,RAW_META,Meta AI,company,Meta,True,False,False,False,False,False,False,Meta AI,RAW_META,company,company,Meta,1
A5045359397,Mehedi Masud,2022,I179331831,Taif University,education,Other,False,True,False,False,False,False,False,Taif University,I179331831,education,education,Other,0
A5045360354,Pablo Rivas,2023,I157394403,Baylor University,education,Other,False,True,False,False,False,False,False,Baylor University,I157394403,education,education,Other,0
A5045360354,Pablo Rivas,2024,I157394403,Baylor University,education,Other,False,True,False,False,False,False,False,Baylor University,I157394403,education,education,Other,0
A5045360367,Alexandros Graikos,2022,,,,,False,False,False,False,False,False,False,,,,unknown,Other,0
A5045360367,Alexandros Graikos,2024,I59553526,Stony Brook University,education,Other,False,True,False,False,False,False,False,Stony Brook University,I59553526,education,education,Other,0
A5045360539,Raghav Awasthi,2023,RAW_XAI,xAI,company,xAI,True,False,False,False,False,False,False,xAI,RAW_XAI,company,company,xAI,1
A5045360539,Raghav Awasthi,2025,I4210147129;I58956616;RAW_XAI,BrainAid (United States);Case Western Reserve University;xAI,company;education,Other;xAI,True,True,False,True,True,True,False,xAI,RAW_XAI,company,company,xAI,1
A5045360634,Beñat Oliveira,2022,I99043593,Macquarie University,education,Other,False,True,False,False,False,False,False,Macquarie University,I99043593,education,education,Other,0
A5045361793,Benjamin X. Shi,2024,I241749,University of Cambridge,education,Other,False,True,False,False,False,False,False,University of Cambridge,I241749,education,education,Other,0
A5045361793,Benjamin X. Shi,2025,I241749,University of Cambridge,education,Other,False,True,False,False,False,False,False,University of Cambridge,I241749,education,education,Other,0
A5045362944,Erich Seifritz,2025,I202697423,University of Zurich,education,Other,False,True,False,False,False,False,False,University of Zurich,I202697423,education,education,Other,0
A5045362954,J. de Curtò,2022,I60053951,Universitat Politècnica de València,education,Other,False,True,False,False,False,False,False,Universitat Politècnica de València,I60053951,education,education,Other,0
A5045363686,Sumner Alperin-Lea,2022,I115455960;I165932596;I185261750,Centre for Quantum Technologies;National University of Singapore;University of Toronto,education;facility,Other,False,True,True,True,True,False,False,Centre for Quantum Technologies,I115455960,facility,research_institute,Other,0
A5045364186,Xuchen Pan,2024,I45928872,Alibaba Group (China),company,Other,True,False,False,False,False,False,False,Alibaba Group (China),I45928872,company,company,Other,0
A5045371612,Zhaohui Qiao,2025,I162868743,Tianjin University,education,Other,False,True,False,False,False,False,False,Tianjin University,I162868743,education,education,Other,0
A5045372981,Qiucheng Wu,2022,,,,,False,False,False,False,False,False,False,,,,unknown,Other,0
A5045372981,Qiucheng Wu,2023,I154570441,"University of California, Santa Barbara",education,Other,False,True,False,False,False,False,False,"University of California, Santa Barbara",I154570441,education,education,Other,0
A5045376146,Mamoru Watanabe,2022,I125602781;I74801974,The University of Tokyo;Tokyo Medical and Dental University,education,Other,False,True,False,True,False,False,False,The University of Tokyo,I74801974,education,education,Other,0
A5045383831,Emily Denton,2022,,,,,False,False,False,False,False,False,False,,,,unknown,Other,0
A5045383831,Emily Denton,2023,I1291425158,Google (United States),company,Google / Google DeepMind / DeepMind,True,False,False,False,False,False,False,Google (United States),I1291425158,company,company,Google / Google DeepMind / DeepMind,0
A5045383831,Emily Denton,2024,I1291425158,Google (United States),company,Google / Google DeepMind / DeepMind,True,False,False,False,False,False,False,Google (United States),I1291425158,company,company,Google / Google DeepMind / DeepMind,0
A5045385119,P. C. Hebert,2023,I185261750,University of Toronto,education,Other,False,True,False,False,False,False,False,University of Toronto,I185261750,education,education,Other,0
A5045391965,Qing Song,2025,I139759216,Beijing University of Posts and Telecommunications,education,Other,False,True,False,False,False,False,False,Beijing University of Posts and Telecommunications,I139759216,education,education,Other,0
A5045395248,Richard A. Messerly,2023,,,,,False,False,False,False,False,False,False,,,,unknown,Other,0
A5045395248,Richard A. Messerly,2024,I1343871089,Los Alamos National Laboratory,facility,Other,False,False,True,False,False,False,False,Los Alamos National Laboratory,I1343871089,facility,research_institute,Other,0
A5045396189,Lin Zhao,2024,,,,,False,False,False,False,False,False,False,,,,unknown,Other,0
A5045398059,J. Hans D. M. Otten,2022,I145872427;I2802934949;I4210109357,Radboud Institute for Molecular Life Sciences;Radboud University Medical Center;Radboud University Nijmegen,education;facility;funder,Other,False,True,True,True,True,False,False,Radboud Institute for Molecular Life Sciences,I4210109357,facility,research_institute,Other,0
A5045399184,María Victoria López Pérez,2022,I173304897,Universidad de Granada,education,Other,False,True,False,False,False,False,False,Universidad de Granada,I173304897,education,education,Other,0
A5045399954,Zheng Wang,2024,I99065089,Tsinghua University,education,Other,False,True,False,False,False,False,False,Tsinghua University,I99065089,education,education,Other,0
A5045400343,Rong Tan,2025,I153806059,Shanghai Business School,education,Other,False,True,False,False,False,False,False,Shanghai Business School,I153806059,education,education,Other,0
A5045400933,Patrick Zschech,2023,I181369854;I926574661,Friedrich-Alexander-Universität Erlangen-Nürnberg;Leipzig University,education,Other,False,True,False,True,False,False,False,Friedrich-Alexander-Universität Erlangen-Nürnberg,I181369854,education,education,Other,0
A5045401193,Ziyi Kou,2023,I107639228,University of Notre Dame,education,Other,False,True,False,False,False,False,False,University of Notre Dame,I107639228,education,education,Other,0
A5045401706,Ellen Jiang,2022,I1291425158,Google (United States),company,Google / Google DeepMind / DeepMind,True,False,False,False,False,False,False,Google (United States),I1291425158,company,company,Google / Google DeepMind / DeepMind,0
A5045403113,Hetal Rathod,2023,I4210089305,"Dr. D. Y. Patil Medical College, Hospital and Research Centre",healthcare,Other,False,False,False,False,False,False,False,"Dr. D. Y. Patil Medical College, Hospital and Research Centre",I4210089305,healthcare,healthcare,Other,0
A5045403541,Muhsin Aljaf,2022,I177721651;I2802007472;I4387153056,Kurdistan Regional Government;Oakland University;University of Garmian,education;government,Other,False,True,False,True,True,False,False,Oakland University,I177721651,education,education,Other,0
A5045406336,Vittorio Romano,2022,I39063666,University of Catania,education,Other,False,True,False,False,False,False,False,University of Catania,I39063666,education,education,Other,0
A5045408151,Enze Shi,2024,I17145004,Northwestern Polytechnical University,education,Other,False,True,False,False,False,False,False,Northwestern Polytechnical University,I17145004,education,education,Other,0
A5045408892,Andrey Melnikov,2022,I4210111564,Melnikov Permafrost Institute of the Siberian Branch of the Russian Academy of Science,education,Other,False,True,False,False,False,False,False,Melnikov Permafrost Institute of the Siberian Branch of the Russian Academy of Science,I4210111564,education,education,Other,0
A5045410390,Jordy Meekes,2022,I193662353;I4210153852,ARC Centre of Excellence for Children and Families over the Life Course;Utrecht University,education;facility,Other,False,True,True,True,True,False,False,ARC Centre of Excellence for Children and Families over the Life Course,I4210153852,facility,research_institute,Other,0
A5045413165,Thomas Hofmann,2025,,,,,False,False,False,False,False,False,False,,,,unknown,Other,0
A5045414928,Süleyman Türedi,2025,I4210102807,Uni Research (Norway),company,Other,True,False,False,False,False,False,False,Uni Research (Norway),I4210102807,company,company,Other,0
A5045415760,Xingxing Zuo,2024,I1291425158,Google (United States),company,Google / Google DeepMind / DeepMind,True,False,False,False,False,False,False,Google (United States),I1291425158,company,company,Google / Google DeepMind / DeepMind,0
A5045420024,Manuel Salto‐Tellez,2025,I4210121186,Royal Marsden Hospital,healthcare,Other,False,False,False,False,False,False,False,Royal Marsden Hospital,I4210121186,healthcare,healthcare,Other,0
A5045420812,Minyi Zhao,2023,,,,,False,False,False,False,False,False,False,,,,unknown,Other,0
A5045420812,Minyi Zhao,2025,I24943067,Fudan University,education,Other,False,True,False,False,False,False,False,Fudan University,I24943067,education,education,Other,0
A5045421167,Fazle Rabbi Chowdhury,2022,I3143470655,Institute for Health Metrics and Evaluation,facility,Other,False,False,True,False,False,False,False,Institute for Health Metrics and Evaluation,I3143470655,facility,research_institute,Other,0
A5045422548,Manuel Wiesche,2025,I200332995,TU Dortmund University,education,Other,False,True,False,False,False,False,False,TU Dortmund University,I200332995,education,education,Other,0
A5045424035,Xiaoqing He,2022,,,,,False,False,False,False,False,False,False,,,,unknown,Other,0
A5045424407,Hannah Sheahan,2022,,,,,False,False,False,False,False,False,False,,,,unknown,Other,0
A5045427635,Tina Seidel,2023,I62916508,Technical University of Munich,education,Other,False,True,False,False,False,False,False,Technical University of Munich,I62916508,education,education,Other,0
A5045428440,Egor Lakomkin,2024,RAW_META,Meta AI,company,Meta,True,False,False,False,False,False,False,Meta AI,RAW_META,company,company,Meta,1
A5045428659,Q. Vera Liao,2022,,,,,False,False,False,False,False,False,False,,,,unknown,Other,0
A5045430869,Julija Kalpokienė,2022,,,,,False,False,False,False,False,False,False,,,,unknown,Other,0
A5045431334,Ciro Giuseppe De Vita,2024,I183638586,Parthenope University of Naples,education,Other,False,True,False,False,False,False,False,Parthenope University of Naples,I183638586,education,education,Other,0
A5045434503,Seongmin Kim,2025,I124633538,University of Seoul,education,Other,False,True,False,False,False,False,False,University of Seoul,I124633538,education,education,Other,0
A5045441515,Marc–Lluís Vives,2023,I121797337,Leiden University,education,Other,False,True,False,False,False,False,False,Leiden University,I121797337,education,education,Other,0
A5045442167,Pranjal Aggarwal,2024,,,,,False,False,False,False,False,False,False,,,,unknown,Other,0
A5045442167,Pranjal Aggarwal,2025,I74973139,Carnegie Mellon University,education,Other,False,True,False,False,False,False,False,Carnegie Mellon University,I74973139,education,education,Other,0
A5045445273,Hai Lin,2024,,,,,False,False,False,False,False,False,False,,,,unknown,Other,0
A5045450767,Fabio Falcioni,2025,I4210087885;I4210107707,The Association of Early Pregnancy Units;Universidad Evangélica del Paraguay,education;other,Other,False,True,False,True,False,False,False,Universidad Evangélica del Paraguay,I4210087885,education,education,Other,0
A5045452927,Shaurya Rohatgi,2024,I130769515,Pennsylvania State University,education,Other,False,True,False,False,False,False,False,Pennsylvania State University,I130769515,education,education,Other,0
A5045455232,Sai Shashank Kalakonda,2023,I65181880,Indian Institute of Technology Hyderabad,education,Other,False,True,False,False,False,False,False,Indian Institute of Technology Hyderabad,I65181880,education,education,Other,0
A5045455849,Zahid A. Khan,2024,I142024983,Prince Sultan University,education,Other,False,True,False,False,False,False,False,Prince Sultan University,I142024983,education,education,Other,0
A5045458136,Ming Shan Hee,2023,I152815399,Singapore University of Technology and Design,education,Other,False,True,False,False,False,False,False,Singapore University of Technology and Design,I152815399,education,education,Other,0
A5045458136,Ming Shan Hee,2025,I152815399,Singapore University of Technology and Design,education,Other,False,True,False,False,False,False,False,Singapore University of Technology and Design,I152815399,education,education,Other,0
A5045458541,Seongyun Lee,2024,,,,,False,False,False,False,False,False,False,,,,unknown,Other,0
A5045460222,Robert Bamler,2024,,,,,False,False,False,False,False,False,False,,,,unknown,Other,0
A5045461470,D. Wright,2024,I32971472,Yale University,education,Other,False,True,False,False,False,False,False,Yale University,I32971472,education,education,Other,0
A5045461470,D. Wright,2025,I32971472,Yale University,education,Other,False,True,False,False,False,False,False,Yale University,I32971472,education,education,Other,0
A5045462468,Ziqian Liu,2024,I78988378,Renmin University of China,education,Other,False,True,False,False,False,False,False,Renmin University of China,I78988378,education,education,Other,0
A5045463770,Mok Ren Hao,2023,I102913810,Universiti Malaysia Pahang Al-Sultan Abdullah,education,Other,False,True,False,False,False,False,False,Universiti Malaysia Pahang Al-Sultan Abdullah,I102913810,education,education,Other,0
A5045471523,MacKenzie Ferrie,2022,,,,,False,False,False,False,False,False,False,,,,unknown,Other,0
A5045471849,G Anitha,2022,I85461943,Saveetha University,education,Other,False,True,False,False,False,False,False,Saveetha University,I85461943,education,education,Other,0
A5045474157,Nikhil Kapoor,2022,I1319473763,Volkswagen Group (Germany),company,Other,True,False,False,False,False,False,False,Volkswagen Group (Germany),I1319473763,company,company,Other,0
A5045476239,Akanksha Malhotra,2022,I4210105678,Microsoft (Finland),company,Microsoft,True,False,False,False,False,False,False,Microsoft (Finland),I4210105678,company,company,Microsoft,0
A5045477316,Jun Shao,2025,I24185976;I4210089761,Sichuan University;West China Hospital of Sichuan University,education;healthcare,Other,False,True,False,True,True,False,False,Sichuan University,I24185976,education,education,Other,0
A5045477734,Sharifullah Alemi,2023,I201448701;I3143470655,Institute for Health Metrics and Evaluation;University of Washington,education;facility,Other,False,True,True,True,True,False,False,Institute for Health Metrics and Evaluation,I3143470655,facility,research_institute,Other,0
A5045479111,Hyojin Kim,2025,I1282311441,Lawrence Livermore National Laboratory,facility,Other,False,False,True,False,False,False,False,Lawrence Livermore National Laboratory,I1282311441,facility,research_institute,Other,0
A5045479268,Philip R. Corlett,2022,I32971472;I4210155461,Connecticut Mental Health Center;Yale University,education;healthcare,Other,False,True,False,True,True,False,False,Yale University,I32971472,education,education,Other,0
A5045479650,Deepanshu Goyal,2023,,,,,False,False,False,False,False,False,False,,,,unknown,Other,0
A5045481801,Bingkun Lin,2024,,,,,False,False,False,False,False,False,False,,,,unknown,Other,0
A5045482688,Benjamin I. Binder‐Markey,2022,I72816309,Drexel University,education,Other,False,True,False,False,False,False,False,Drexel University,I72816309,education,education,Other,0
A5045485800,Cyril Pommier,2025,I277688954;I4210088668,"Institut National de Recherche pour l'Agriculture, l'Alimentation et l'Environnement;Université Paris-Saclay",education;government,Other,False,True,False,True,True,False,False,Université Paris-Saclay,I277688954,education,education,Other,0
A5045489429,Wei‐Sheng Wang,2024,I91807558,National Cheng Kung University,education,Other,False,True,False,False,False,False,False,National Cheng Kung University,I91807558,education,education,Other,0
A5045489429,Wei‐Sheng Wang,2025,I91807558,National Cheng Kung University,education,Other,False,True,False,False,False,False,False,National Cheng Kung University,I91807558,education,education,Other,0
A5045493701,Giulio Poggiali,2024,I861853513,Sapienza University of Rome,education,Other,False,True,False,False,False,False,False,Sapienza University of Rome,I861853513,education,education,Other,0
A5045494456,Chaojie Zhang,2024,I1290206253;I4210164937,Microsoft (United States);Microsoft Research (United Kingdom),company,Microsoft,True,False,False,True,False,False,False,Microsoft Research (United Kingdom),I4210164937,company,company,Microsoft,0
A5045494456,Chaojie Zhang,2025,I1290206253;I4210087053,Microsoft (Germany);Microsoft (United States),company,Microsoft,True,False,False,True,False,False,False,Microsoft (United States),I1290206253,company,company,Microsoft,0
A5045495633,Xing‐Gang Yan,2025,I2722730,Inner Mongolia University,education,Other,False,True,False,False,False,False,False,Inner Mongolia University,I2722730,education,education,Other,0
A5045499946,Yuqi Gong,2023,,,,,False,False,False,False,False,False,False,,,,unknown,Other,0
A5045500067,Pol van Rijn,2024,I4210086768,Max Planck Institute for Empirical Aesthetics,facility,Other,False,False,True,False,False,False,False,Max Planck Institute for Empirical Aesthetics,I4210086768,facility,research_institute,Other,0
A5045502911,Akshat Shrivastava,2022,,,,,False,False,False,False,False,False,False,,,,unknown,Other,0
A5045504599,Wei Ren,2025,I20231570,Peking University,education,Other,False,True,False,False,False,False,False,Peking University,I20231570,education,education,Other,0
A5045512261,Astrid Coxon,2024,I183935753,King's College London,education,Other,False,True,False,False,False,False,False,King's College London,I183935753,education,education,Other,0
A5045516914,Lauren Fonteyn,2022,I121797337;I210716285,Leiden University;University of Applied Sciences Leiden,education,Other,False,True,False,True,False,False,False,Leiden University,I121797337,education,education,Other,0
A5045518148,Alexis Jinaphanh,2022,,,,,False,False,False,False,False,False,False,,,,unknown,Other,0
A5045518880,Xin Liu,2022,I1282105669;I40347166,Argonne National Laboratory;University of Chicago,education;facility,Other,False,True,True,True,True,False,False,Argonne National Laboratory,I1282105669,facility,research_institute,Other,0
A5045521125,Hwanjo Yu,2022,I123900574,Pohang University of Science and Technology,education,Other,False,True,False,False,False,False,False,Pohang University of Science and Technology,I123900574,education,education,Other,0
A5045528962,Jeffrey T. Hancock,2022,I97018004,Stanford University,education,Other,False,True,False,False,False,False,False,Stanford University,I97018004,education,education,Other,0
A5045529959,Jason Grebely,2022,I4210164387,Center for Disease Analysis,facility,Other,False,False,True,False,False,False,False,Center for Disease Analysis,I4210164387,facility,research_institute,Other,0
A5045531598,Xiangyu Hu,2022,I114017466,University of Technology Sydney,education,Other,False,True,False,False,False,False,False,University of Technology Sydney,I114017466,education,education,Other,0
A5045538778,Venkatesh Kolluru,2025,I82495205,University of Alabama in Huntsville,education,Other,False,True,False,False,False,False,False,University of Alabama in Huntsville,I82495205,education,education,Other,0
A5045540854,Svetha Venkatesh,2025,I149704539,Deakin University,education,Other,False,True,False,False,False,False,False,Deakin University,I149704539,education,education,Other,0
A5045543562,Benjamin Van Roy,2023,,,,,False,False,False,False,False,False,False,,,,unknown,Other,0
A5045546082,Jie Feng,2023,I149594827,Xidian University,education,Other,False,True,False,False,False,False,False,Xidian University,I149594827,education,education,Other,0
A5045546662,Aounon Kumar,2023,,,,,False,False,False,False,False,False,False,,,,unknown,Other,0
A5045546662,Aounon Kumar,2025,I2801851002,Harvard University Press,other,Other,False,False,False,False,False,False,False,Harvard University Press,I2801851002,other,unknown,Other,0
A5045551055,Shaowei Chai,2025,I47720641,Huazhong University of Science and Technology,education,Other,False,True,False,False,False,False,False,Huazhong University of Science and Technology,I47720641,education,education,Other,0
A5045552152,Matthew Varugheese,2024,I1283280774,Brigham and Women's Hospital,healthcare,Other,False,False,False,False,False,False,False,Brigham and Women's Hospital,I1283280774,healthcare,healthcare,Other,0
A5045552152,Matthew Varugheese,2025,I1281504905;I48633490,Mass General Brigham;Political Research Associates,healthcare;nonprofit,Other,False,False,False,True,True,False,False,Political Research Associates,I1281504905,nonprofit,nonprofit,Other,0
